,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,17100,20491,7500142023738587522,个人账户4886,2019-01-01 00:21:36,消费
1,16235,36726,2778508366477637267,个人账户0488,2019-01-01 13:12:43,消费
2,3367,40093,4424313822765527173,个人账户2565,2019-01-01 16:18:28,消费
3,3723,43816,5211830681633081007,个人账户0128,2019-01-01 20:11:45,消费
4,2245,46061,1705662173201283036,个人账户6330,2019-01-02 04:37:12,消费
5,41,46102,1705818161255878302,个人账户2388,2019-01-02 07:08:24,消费
6,685,46787,3688081428617737488,对公账户8535,2019-01-02 09:35:16,消费
7,4700,51487,3685006327343825328,个人账户3714,2019-01-02 13:48:00,消费
8,1058,52545,1484182021666727521,对公账户0116,2019-01-02 16:58:04,消费
9,3436,55981,7556448258887488431,个人账户2051,2019-01-02 22:11:16,消费
10,22,56003,4362675418142658807,对公账户6757,2019-01-03 05:34:04,消费
11,28,56031,8182608754671257877,对公账户2552,2019-01-03 12:26:38,消费
12,12533,68564,7827205622842583108,对公账户2732,2019-01-03 14:08:09,消费
13,2584,71148,8173448813031303082,个人账户4500,2019-01-03 18:59:45,消费
