,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,5,27786,8182608754671257877,对公账户2552,2019-01-01 03:48:57,理财产品支出
1,50,27836,4362675418142658807,对公账户6757,2019-01-01 15:39:36,理财产品支出
2,6,27842,3040860326164267010,对公账户7171,2019-01-01 17:18:57,理财产品支出
3,5,27847,5428507888503517183,个人账户6481,2019-01-01 18:21:36,代扣
4,95,27942,4047787756075014648,对公账户2723,2019-01-01 19:00:28,还款
5,5841,33783,4381258224744041582,对公账户1312,2019-01-01 23:45:36,还款
6,49,33832,4782572380851461116,对公账户6884,2019-01-02 08:11:02,还款
7,240,34072,4506452052874828283,个人账户3627,2019-01-02 09:02:52,还款
8,34,34106,2662285435774616353,个人账户0511,2019-01-02 10:46:33,ATM取款
9,1418,35524,2837878456130245682,对公账户0632,2019-01-02 11:08:09,代扣
10,2973,38497,7370313177143858417,对公账户0855,2019-01-02 14:46:19,ATM取款
11,18973,57470,3040860326164267010,对公账户7171,2019-01-02 15:53:16,代扣
12,2793,60263,3688081428617737488,对公账户8535,2019-01-02 17:34:48,代扣
13,45,60308,2170454182021032726,个人账户5256,2019-01-02 18:20:09,理财产品支出
14,346,60654,2778508366477637267,个人账户0488,2019-01-03 16:37:12,代扣
