,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,23,79922,4634746801720120164,对公账户4863,2019-01-01 00:36:43,转账
1,13,79935,1484182021666727521,对公账户0116,2019-01-01 01:11:16,转账
2,-2365,77570,3706217347735653014,个人账户7844,2019-01-01 02:03:07,转账
3,-1949,75621,6130340126202866247,个人账户1758,2019-01-01 02:18:14,转账
4,-2289,73332,3756113146265867023,中国工商银行7227,2019-01-01 03:01:26,ATM取款
5,25834,99166,6321884201064420254,个人账户4441,2019-01-01 03:16:33,转账
6,15742,114908,6078771087330822224,对公账户5018,2019-01-01 03:20:52,转账
7,50,114958,2842265488874277676,个人账户1108,2019-01-01 05:02:24,转账
8,-179,114779,6130340126202866247,个人账户1758,2019-01-01 08:49:12,转账
9,8029,122808,8448854470861604367,个人账户0866,2019-01-01 11:46:19,转账
10,-308,122500,3234636574803125518,个人账户4841,2019-01-01 13:45:07,转账
11,73,122573,2170454182021032726,个人账户5256,2019-01-01 16:46:33,转账
12,118,122691,4628127456536286746,个人账户7502,2019-01-01 17:14:38,转账
13,22,122713,5088273664510725035,个人账户7833,2019-01-01 17:21:07,转账
14,-266,122447,4425467281312432033,线下商家0065,2019-01-01 17:38:24,消费
15,-1237,121210,2778508366477637267,个人账户0488,2019-01-01 22:10:33,转账
16,-3241,117969,1804351052733487701,个人账户1768,2019-01-01 23:11:02,转账
17,-6140,111829,5765411486244877283,快捷支付单位8384,2019-01-02 02:44:52,消费
18,-4082,107747,4530117075736517838,对公账户4708,2019-01-02 10:42:14,转账
19,-5672,102075,5344646535183141482,个人账户2514,2019-01-02 12:08:38,转账
20,-48,102027,4674613568681873473,对公账户2374,2019-01-02 12:28:04,转账
21,-36,101991,4381258224744041582,对公账户1312,2019-01-02 14:33:21,转账
22,-18,101973,7312528263071167660,对公账户6375,2019-01-02 15:59:45,转账
23,11,101984,1050128862471677173,个人账户2362,2019-01-02 19:03:21,转账
24,1339,103323,1758211032370816214,个人账户7228,2019-01-02 20:14:38,转账
25,-213,103110,2760530232530051310,个人账户4135,2019-01-03 04:16:19,转账
26,-2010,101100,8532288672720348587,中国银行分行2320,2019-01-03 06:36:43,ATM取款
27,-2021,99079,3788455575676646137,个人账户0720,2019-01-03 06:45:21,转账
28,-690,98389,7225153334483261734,对公账户5862,2019-01-03 07:19:55,转账
29,-667,97722,5243218323140151211,中国工商银行6216,2019-01-03 07:22:04,ATM取款
30,-1587,96135,5088273664510725035,个人账户7833,2019-01-03 09:16:33,转账
31,-323,95812,4380373728787548430,农业银行分行4425,2019-01-03 10:25:40,理财产品支出
32,-451,95361,5060643256327401206,对公账户4336,2019-01-03 10:47:16,转账
33,33,95394,7642126487284100065,个人账户1517,2019-01-03 13:01:12,转账
34,-10,95384,3738312478651667083,中国建设银行分行4380,2019-01-03 14:14:38,理财产品支出
35,28,95412,1484182021666727521,对公账户0116,2019-01-03 14:16:48,转账
36,-21404,74008,4817722340014540284,中国银行分行3547,2019-01-03 14:36:14,代扣
37,45,74053,2778508366477637267,个人账户0488,2019-01-03 15:00:00,转账
38,-316,73737,3787688607261252746,中国建设银行分行6722,2019-01-03 22:24:57,还款
39,-59,73678,4171280767631541757,对公账户5201,2019-01-03 23:47:02,转账
