,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-28926,11319,2332854227741740736,对公账户0835,2019-01-01 01:02:38,转账
1,-3323,7996,8301021725187525637,中国工商银行1384,2019-01-01 03:05:45,理财产品支出
2,-559,7437,4547716113320125120,快捷支付单位7332,2019-01-01 04:53:45,消费
3,9966,17403,7384812601877568545,个人账户7552,2019-01-01 06:33:07,转账
4,-418,16985,2570840483025757815,线下商家0263,2019-01-01 12:10:04,消费
5,-63,16922,7417268220637406377,对公账户6772,2019-01-01 12:12:14,转账
6,-34,16888,4381258224744041582,对公账户1312,2019-01-01 16:07:40,转账
7,-3305,13583,4171080121464248175,中国工商银行5254,2019-01-01 19:02:38,ATM取款
8,-3880,9703,4485556446540685720,快捷支付单位3552,2019-01-01 19:04:48,消费
9,-195,9508,3326731455076610218,中国建设银行分行8084,2019-01-01 20:46:19,ATM取款
10,567,10075,4506452052874828283,个人账户3627,2019-01-02 03:10:48,转账
11,-64,10011,8448854470861604367,个人账户0866,2019-01-02 10:27:07,转账
12,-5251,4760,2231186114807048470,对公账户3781,2019-01-02 11:34:04,转账
13,-248,4512,1130586170643345682,农业银行分行8610,2019-01-02 12:00:00,代扣
14,-8,4504,7166608104856232428,中国工商银行1772,2019-01-02 17:13:12,ATM取款
15,-1306,3198,8587462542344436585,个人账户8258,2019-01-02 17:54:14,转账
16,-72,3126,6114424552522410738,财付通0253,2019-01-02 21:17:16,消费
17,-22,3104,4782572380851461116,对公账户6884,2019-01-02 21:19:26,转账
18,38233,41337,4171280767631541757,对公账户5201,2019-01-02 22:00:28,转账
19,4128,45465,4234554074182733101,对公账户8620,2019-01-03 02:32:38,转账
20,-20,45445,7827205622842583108,对公账户2732,2019-01-03 02:34:48,转账
21,-2420,43025,7370313177143858417,对公账户0855,2019-01-03 05:08:09,转账
22,-80,42945,8350042030684524237,快捷支付单位8280,2019-01-03 07:17:45,消费
23,-8247,34698,6454055036873508841,快捷支付单位8283,2019-01-03 08:24:43,消费
24,-33,34665,5117621085704712025,个人账户5654,2019-01-03 08:42:00,转账
25,327,34992,4424313822765527173,个人账户2565,2019-01-03 12:50:24,转账
26,971,35963,7417268220637406377,对公账户6772,2019-01-03 13:57:21,转账
27,-28,35935,1217145436004104215,中国银行分行7385,2019-01-03 15:17:16,代扣
28,-48,35887,5117621085704712025,个人账户5654,2019-01-03 15:19:26,转账
29,8,35895,1484182021666727521,对公账户0116,2019-01-03 16:00:28,转账
30,2282,38177,1501825731003322724,个人账户5247,2019-01-03 17:29:02,转账
31,-495,37682,8258687417877216408,个人账户3860,2019-01-03 17:44:09,转账
32,15,37697,3706217347735653014,个人账户7844,2019-01-03 18:33:50,转账
33,4709,42406,1705662173201283036,个人账户6330,2019-01-03 19:34:19,转账
34,-1199,41207,8173448813031303082,个人账户4500,2019-01-03 19:55:55,转账
35,-76,41131,1674354313052332811,线下商家0326,2019-01-03 21:20:09,消费
