,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,4245,8357,7685712410855030070,对公账户8267,2019-01-01 08:38:24,消费
1,15,8372,4628127456536286746,个人账户7502,2019-01-01 10:28:33,消费
2,2629,11001,5344646535183141482,个人账户2514,2019-01-01 22:30:00,消费
3,2487,13488,3533867248272723243,个人账户6235,2019-01-01 23:15:21,消费
4,40,13528,7225442486051870385,对公账户3745,2019-01-02 03:30:14,消费
5,34,13562,8258687417877216408,个人账户3860,2019-01-02 04:22:04,消费
6,197,13759,5428507888503517183,个人账户6481,2019-01-02 07:38:38,消费
7,1404,15163,4782572380851461116,对公账户6884,2019-01-02 08:06:43,消费
8,440,15603,5150723151171825138,对公账户0275,2019-01-02 12:58:19,消费
9,333,15936,3121581147734832125,个人账户7253,2019-01-02 20:18:57,消费
10,39,15975,7225153334483261734,对公账户5862,2019-01-03 05:38:24,消费
11,97,16072,7225442486051870385,对公账户3745,2019-01-03 11:02:24,消费
12,328,16400,3040860326164267010,对公账户7171,2019-01-03 13:44:24,消费
13,98,16498,8258687417877216408,个人账户3860,2019-01-03 15:51:50,消费
14,29,16527,5371270530174284624,个人账户3120,2019-01-03 21:24:28,消费
