,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,14600,86542,7162167505781386105,个人账户2075,2019-01-01 00:28:04,还款
1,19,86561,7237858333123538843,个人账户5616,2019-01-01 04:45:07,代扣
2,31,86592,7384812601877568545,个人账户7552,2019-01-01 09:10:48,还款
3,1624,88216,4853765012230888136,个人账户1066,2019-01-01 09:30:14,代扣
4,4385,92601,5105620285780572412,个人账户2147,2019-01-01 09:45:21,代扣
5,1131,93732,4848238248201008656,对公账户3556,2019-01-01 13:36:28,理财产品支出
6,8832,102564,4362675418142658807,对公账户6757,2019-01-01 15:37:26,代扣
7,2119,104683,2842265488874277676,个人账户1108,2019-01-01 21:20:52,理财产品支出
8,321,105004,7556448258887488431,个人账户2051,2019-01-01 22:49:26,代扣
9,4071,109075,2336083851067511747,个人账户8714,2019-01-02 07:36:28,还款
10,21,109096,3574608026857801237,对公账户8882,2019-01-02 08:41:16,ATM取款
11,209,109305,1076028254852115216,对公账户2280,2019-01-02 08:43:26,理财产品支出
12,303,109608,7225153334483261734,对公账户5862,2019-01-02 14:42:00,理财产品支出
13,1131,110739,8208084885872523311,对公账户5500,2019-01-02 20:29:45,代扣
14,590,111329,1484182021666727521,对公账户0116,2019-01-02 23:26:52,还款
15,800,112129,8847170631713867123,对公账户2852,2019-01-03 09:44:38,ATM取款
16,228,112357,8173448813031303082,个人账户4500,2019-01-03 18:03:36,代扣
17,7877,120234,7417268220637406377,对公账户6772,2019-01-03 18:31:40,还款
