,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-2718,14268,4380373728787548430,农业银行分行4425,2019-01-01 02:11:45,ATM取款
1,37,14305,8541571425717386818,对公账户7678,2019-01-01 13:32:09,转账
2,-7986,6319,7384812601877568545,个人账户7552,2019-01-01 14:49:55,转账
3,-4832,1487,7417268220637406377,对公账户6772,2019-01-01 21:07:55,转账
4,30,1517,4381258224744041582,对公账户1312,2019-01-02 03:06:28,转账
5,50,1567,6068723276816226480,个人账户2847,2019-01-02 03:21:36,转账
6,-31,1536,6068723276816226480,个人账户2847,2019-01-02 04:02:38,转账
7,-77,1459,3738312478651667083,中国建设银行分行4380,2019-01-02 08:04:33,还款
8,-45,1414,1183411620714136401,中国银行分行3223,2019-01-03 00:14:24,还款
9,-263,1151,1758211032370816214,个人账户7228,2019-01-03 02:26:09,转账
10,725,1876,7237858333123538843,个人账户5616,2019-01-03 05:14:38,转账
11,47,1923,4506452052874828283,个人账户3627,2019-01-03 08:16:04,转账
12,-1267,656,7500142023738587522,个人账户4886,2019-01-03 13:03:21,转账
13,11,667,3121581147734832125,个人账户7253,2019-01-03 22:12:00,转账
