,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,15,45528,7225153334483261734,对公账户5862,2019-01-01 00:56:09,转账
1,-56,45472,6750482847505262117,农业银行分行3580,2019-01-01 01:19:55,理财产品支出
2,-42,45430,7685712410855030070,对公账户8267,2019-01-01 04:27:50,转账
3,-207,45223,3706217347735653014,个人账户7844,2019-01-01 05:32:38,转账
4,-41,45182,2006400645105081500,快捷支付单位1868,2019-01-01 14:11:02,消费
5,2218,47400,7225442486051870385,对公账户3745,2019-01-01 18:02:09,转账
6,-27,47373,2837878456130245682,对公账户0632,2019-01-01 20:05:16,转账
7,84,47457,3533867248272723243,个人账户6235,2019-01-01 20:42:00,转账
8,-2938,44519,3574608026857801237,对公账户8882,2019-01-01 23:56:24,转账
9,-13,44506,4530117075736517838,对公账户4708,2019-01-02 00:37:26,转账
10,-30,44476,2444161207632230675,中国银行分行3767,2019-01-02 03:12:57,代扣
11,-476,44000,5782155683883002586,对公账户5404,2019-01-02 06:12:14,转账
12,-603,43397,6174752480435376868,中国建设银行分行3608,2019-01-02 09:46:04,理财产品支出
13,719,44116,7500142023738587522,个人账户4886,2019-01-02 14:11:45,转账
14,304,44420,3706217347735653014,个人账户7844,2019-01-03 00:07:55,转账
15,-315,44105,4171280767631541757,对公账户5201,2019-01-03 03:07:12,转账
16,-36509,7596,1674354313052332811,线下商家0326,2019-01-03 10:34:19,消费
17,296,7892,4171280767631541757,对公账户5201,2019-01-03 12:13:40,转账
18,-1494,6398,2067851674465515280,线下商家5246,2019-01-03 15:41:02,消费
19,-907,5491,5243218323140151211,中国工商银行6216,2019-01-03 17:03:07,还款
20,-17,5474,1674354313052332811,线下商家0326,2019-01-03 19:30:00,消费
21,-97,5377,7476510200888863583,个人账户3177,2019-01-03 22:53:02,转账
