,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-313,43317,6068723276816226480,个人账户2847,2019-01-01 03:59:45,转账
1,-692,42625,6114424552522410738,财付通0253,2019-01-01 08:31:55,理财基金转账
2,-62,42563,3756113146265867023,中国工商银行7227,2019-01-01 11:07:26,理财产品支出
3,4,42567,8532356116011623885,个人账户3225,2019-01-01 14:02:24,转账
4,4369,46936,2638311523036810504,个人账户8606,2019-01-01 17:42:43,转账
5,-27,46909,2715700750471765822,农业银行分行4423,2019-01-01 20:09:36,代扣
6,6125,53034,6078771087330822224,对公账户5018,2019-01-01 21:27:21,转账
7,55,53089,5371270530174284624,个人账户3120,2019-01-01 22:04:04,转账
8,-23,53066,8671653363102206500,快捷支付单位4750,2019-01-01 23:36:57,消费
9,-65,53001,2336083851067511747,个人账户8714,2019-01-02 01:03:21,转账
10,36,53037,1705662173201283036,个人账户6330,2019-01-02 03:08:38,转账
11,792,53829,4381258224744041582,对公账户1312,2019-01-02 04:50:09,转账
12,-49,53780,6206436620333337022,线下商家1533,2019-01-02 05:05:16,消费
13,67,53847,7417268220637406377,对公账户6772,2019-01-02 06:03:36,转账
14,-2391,51456,3678008771040618217,中国银行分行4800,2019-01-02 06:10:04,理财产品支出
15,5994,57450,4628127456536286746,个人账户7502,2019-01-02 06:16:33,转账
16,185,57635,4424313822765527173,个人账户2565,2019-01-02 07:53:45,转账
17,-27,57608,1205522546650837872,快捷支付单位5303,2019-01-02 09:41:45,消费
18,48,57656,7237858333123538843,个人账户5616,2019-01-02 12:10:48,转账
19,3601,61257,8258687417877216408,个人账户3860,2019-01-02 12:51:50,转账
20,-2973,58284,8057411436064271128,中国建设银行分行8016,2019-01-02 14:46:19,ATM取款
21,-47,58237,1205522546650837872,快捷支付单位5303,2019-01-02 16:04:04,消费
22,-9875,48362,3574608026857801237,对公账户8882,2019-01-02 18:07:12,转账
23,-1,48361,4547716113320125120,快捷支付单位7332,2019-01-02 19:16:19,消费
24,31097,79458,7225153334483261734,对公账户5862,2019-01-02 19:46:33,转账
25,-355,79103,5150723151171825138,对公账户0275,2019-01-02 20:57:50,转账
26,-1968,77135,1217145436004104215,中国银行分行7385,2019-01-02 23:50:38,还款
27,-776,76359,1067112268583006880,农业银行分行8784,2019-01-03 00:03:36,代扣
28,-17,76342,5154756704420158230,中国建设银行分行7666,2019-01-03 00:55:26,理财产品支出
29,6002,82344,4424313822765527173,个人账户2565,2019-01-03 02:41:16,转账
30,-901,81443,2047368222647701403,快捷支付单位2755,2019-01-03 05:01:40,消费
31,2420,83863,4435873553164166751,对公账户2712,2019-01-03 05:08:09,转账
32,-977,82886,1705818161255878302,个人账户2388,2019-01-03 05:29:45,转账
33,-11,82875,2067851674465515280,线下商家5246,2019-01-03 05:42:43,消费
34,9148,92023,3706217347735653014,个人账户7844,2019-01-03 07:06:57,转账
35,-9719,82304,4036051052673206846,个人账户2885,2019-01-03 07:28:33,转账
36,-1,82303,5150723151171825138,对公账户0275,2019-01-03 12:05:02,转账
37,-13,82290,6114424552522410738,财付通0253,2019-01-03 12:39:36,消费
38,48,82338,3040860326164267010,对公账户7171,2019-01-03 14:38:24,转账
39,-188,82150,2638311523036810504,个人账户8606,2019-01-03 16:11:16,转账
40,14,82164,4033802824215865105,对公账户0715,2019-01-03 17:46:19,转账
41,-674,81490,8085311630662130773,中国建设银行分行4762,2019-01-03 23:55:40,ATM取款
