,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,110,66973,6827410807645701524,对公账户4277,2019-01-01 04:58:04,代扣
1,6,66979,2170454182021032726,个人账户5256,2019-01-01 10:19:55,还款
2,543,67522,7500142023738587522,个人账户4886,2019-01-01 15:02:52,代扣
3,42,67564,6827410807645701524,对公账户4277,2019-01-01 15:50:24,ATM取款
4,19,67583,2332854227741740736,对公账户0835,2019-01-01 22:14:52,代扣
5,43,67626,2837878456130245682,对公账户0632,2019-01-02 11:29:45,ATM取款
6,13,67639,3574608026857801237,对公账户8882,2019-01-02 13:35:02,还款
7,23714,91353,6068723276816226480,个人账户2847,2019-01-02 14:00:57,代扣
8,31,91384,3574608026857801237,对公账户8882,2019-01-02 23:09:36,ATM取款
9,3450,94834,4047787756075014648,对公账户2723,2019-01-03 09:01:26,代扣
10,631,95465,6068723276816226480,个人账户2847,2019-01-03 11:45:36,还款
