,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-9,76902,4514767717665430584,某网商银行6332,2019-01-01 02:22:33,理财产品支出
1,-179,76723,8541571425717386818,对公账户7678,2019-01-01 07:24:57,转账
2,-1000,75723,3326731455076610218,中国建设银行分行8084,2019-01-01 10:04:48,理财产品支出
3,-29,75694,8532356116011623885,个人账户3225,2019-01-01 11:37:40,转账
4,-275,75419,8258687417877216408,个人账户3860,2019-01-01 16:59:31,转账
5,49,75468,6321884201064420254,个人账户4441,2019-01-01 17:08:09,转账
6,-11995,63473,7024736442168547171,线下商家4516,2019-01-01 17:16:48,消费
7,-4330,59143,4234554074182733101,对公账户8620,2019-01-01 17:31:55,转账
8,385,59528,7162167505781386105,个人账户2075,2019-01-01 20:22:33,转账
9,-1269,58259,4674613568681873473,对公账户2374,2019-01-01 20:24:43,转账
10,-32,58227,6526386766103684323,个人账户5468,2019-01-01 20:48:28,转账
11,-153,58074,7752563228176111804,对公账户7227,2019-01-01 21:44:38,转账
12,13,58087,3536511800076085472,个人账户0632,2019-01-02 00:37:26,转账
13,32,58119,4853765012230888136,个人账户1066,2019-01-02 02:36:14,转账
14,27,58146,2336083851067511747,个人账户8714,2019-01-02 07:17:02,转账
15,4082,62228,8263673451534275228,对公账户2757,2019-01-02 10:42:14,转账
16,2104,64332,3685006327343825328,个人账户3714,2019-01-02 11:44:52,转账
17,-3254,61078,4682740414032853753,中国工商银行5655,2019-01-02 13:22:04,还款
18,2598,63676,1634184723026836286,个人账户6512,2019-01-02 13:45:50,转账
19,-369,63307,7685712410855030070,对公账户8267,2019-01-02 15:14:24,转账
20,-25,63282,4485556446540685720,快捷支付单位3552,2019-01-02 16:34:19,消费
21,-1890,61392,4380373728787548430,农业银行分行4425,2019-01-02 17:08:52,还款
22,8,61400,3121581147734832125,个人账户7253,2019-01-02 20:34:04,转账
23,-114,61286,5284465142386423763,支付宝2325,2019-01-02 20:53:31,理财基金转账
24,-24,61262,7611642317557366550,对公账户3384,2019-01-02 21:38:52,转账
25,-9,61253,6321884201064420254,个人账户4441,2019-01-03 00:23:02,转账
26,-5592,55661,3121581147734832125,个人账户7253,2019-01-03 00:31:40,转账
27,25,55686,7611642317557366550,对公账户3384,2019-01-03 00:33:50,转账
28,-427,55259,2841263322211007766,某第三方支付平台6036,2019-01-03 00:48:57,转账
29,-336,54923,5105620285780572412,个人账户2147,2019-01-03 03:28:48,转账
30,-40,54883,2017332063575106653,中国银行分行3130,2019-01-03 04:07:40,还款
31,-4,54879,1217145436004104215,中国银行分行7385,2019-01-03 07:15:36,代扣
32,-47102,7777,5088273664510725035,个人账户7833,2019-01-03 08:33:21,转账
33,-384,7393,4506452052874828283,个人账户3627,2019-01-03 14:42:43,转账
34,67,7460,6130340126202866247,个人账户1758,2019-01-03 17:35:31,转账
35,7,7467,7056135884560382775,对公账户7416,2019-01-03 18:36:00,转账
36,-275,7192,7540852710825640831,中国建设银行分行3778,2019-01-03 20:17:31,代扣
37,193,7385,8473580406358421624,对公账户1408,2019-01-03 20:58:33,转账
38,11,7396,8182608754671257877,对公账户2552,2019-01-03 21:46:04,转账
