,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,23,67196,7225442486051870385,对公账户3745,2019-01-01 04:06:14,消费
1,214,67410,7162167505781386105,个人账户2075,2019-01-01 05:08:52,消费
2,799,68209,4171280767631541757,对公账户5201,2019-01-01 06:28:48,消费
3,7110,75319,7420417414035838233,个人账户4560,2019-01-01 17:27:36,消费
4,2405,77724,7417268220637406377,对公账户6772,2019-01-02 10:50:52,消费
5,44,77768,8258687417877216408,个人账户3860,2019-01-03 02:30:28,消费
6,46,77814,1466482728151605388,个人账户1240,2019-01-03 07:13:26,消费
7,1,77815,4853765012230888136,个人账户1066,2019-01-03 07:41:31,消费
8,302,78117,6321884201064420254,个人账户4441,2019-01-03 13:16:19,消费
9,25,78142,4033802824215865105,对公账户0715,2019-01-03 18:40:19,消费
