,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-23,67358,1578847743801452454,线下商家7182,2019-01-01 04:06:14,消费
1,-2105,65253,4853765012230888136,个人账户1066,2019-01-01 04:32:09,转账
2,-34423,30830,8473580406358421624,对公账户1408,2019-01-01 07:37:55,转账
3,-19,30811,8178088736330476642,农业银行分行4644,2019-01-01 11:11:45,还款
4,-86,30725,2055560612170333784,线下商家0752,2019-01-01 11:42:00,消费
5,-2218,28507,3536511800076085472,个人账户0632,2019-01-01 18:02:09,转账
6,245,28752,2830457671667676231,对公账户3666,2019-01-01 20:35:31,转账
7,-37,28715,8350042030684524237,快捷支付单位8280,2019-01-01 21:51:07,消费
8,-2808,25907,7417268220637406377,对公账户6772,2019-01-02 01:40:04,转账
9,-40,25867,2676778742471181333,线下商家0214,2019-01-02 03:30:14,消费
10,1891,27758,6526386766103684323,个人账户5468,2019-01-02 03:58:19,转账
11,-40,27718,1838226660318221462,财付通7103,2019-01-02 05:20:24,理财基金转账
12,-44,27674,3688081428617737488,对公账户8535,2019-01-02 06:46:48,转账
13,-2094,25580,7752563228176111804,对公账户7227,2019-01-02 07:10:33,转账
14,-32,25548,2206655342651060825,农业银行分行7313,2019-01-02 12:04:19,还款
15,46,25594,3688081428617737488,对公账户8535,2019-01-02 13:15:36,转账
16,473,26067,2837878456130245682,对公账户0632,2019-01-02 13:52:19,转账
17,50,26117,5428507888503517183,个人账户6481,2019-01-02 18:13:40,转账
18,50,26167,1050128862471677173,个人账户2362,2019-01-02 22:37:12,转账
19,-6361,19806,6327674263845884648,农业银行分行6738,2019-01-03 02:56:24,ATM取款
20,50,19856,2638311523036810504,个人账户8606,2019-01-03 05:40:33,转账
21,-11,19845,3234636574803125518,个人账户4841,2019-01-03 06:00:00,转账
22,-3499,16346,4400267477472013402,线下商家2026,2019-01-03 07:52:19,消费
23,-30,16316,5424324407215364430,农业银行分行0580,2019-01-03 10:08:24,理财产品支出
24,29,16345,2662285435774616353,个人账户0511,2019-01-03 10:19:12,转账
25,-97,16248,2676778742471181333,线下商家0214,2019-01-03 11:02:24,消费
26,-42,16206,7166608104856232428,中国工商银行1772,2019-01-03 12:43:55,理财产品支出
27,-18,16188,2336083851067511747,个人账户8714,2019-01-03 20:41:16,转账
28,-2830,13358,5428507888503517183,个人账户6481,2019-01-03 21:00:43,转账
29,-3323,10035,4380373728787548430,农业银行分行4425,2019-01-03 21:13:40,还款
30,-6158,3877,4425467281312432033,线下商家0065,2019-01-03 21:18:00,消费
