,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-37,41162,6114424552522410738,财付通0253,2019-01-01 01:41:31,消费
1,4,41166,2170454182021032726,个人账户5256,2019-01-01 02:37:40,转账
2,-389,40777,7868886002236450477,个人账户5467,2019-01-01 04:23:31,转账
3,442,41219,4424313822765527173,个人账户2565,2019-01-01 08:10:19,转账
4,-4,41215,1758211032370816214,个人账户7228,2019-01-01 11:05:16,转账
5,6,41221,1705662173201283036,个人账户6330,2019-01-01 12:57:36,转账
6,-24528,16693,5150723151171825138,对公账户0275,2019-01-01 14:06:43,转账
7,-2798,13895,4547716113320125120,快捷支付单位7332,2019-01-01 15:07:12,消费
8,6891,20786,5211830681633081007,个人账户0128,2019-01-01 21:10:04,转账
9,-20,20766,1705662173201283036,个人账户6330,2019-01-01 23:08:52,转账
10,-49,20717,8356861065022417488,农业银行分行6256,2019-01-01 23:17:31,还款
11,-7396,13321,4381258224744041582,对公账户1312,2019-01-01 23:39:07,转账
12,2938,16259,3536511800076085472,个人账户0632,2019-01-01 23:56:24,转账
13,-81,16178,1484182021666727521,对公账户0116,2019-01-02 01:57:21,转账
14,-731,15447,8178088736330476642,农业银行分行4644,2019-01-02 02:51:21,代扣
15,-6,15441,2444161207632230675,中国银行分行3767,2019-01-02 04:19:55,还款
16,49,15490,6321884201064420254,个人账户4441,2019-01-02 05:48:28,转账
17,-21,15469,7620207878050172783,中国工商银行7386,2019-01-02 08:41:16,ATM取款
18,-373,15096,3788455575676646137,个人账户0720,2019-01-02 10:29:16,转账
19,29,15125,5150723151171825138,对公账户0275,2019-01-02 11:27:36,转账
20,-10,15115,3257782106426602161,中国银行分行6111,2019-01-02 11:40:33,ATM取款
21,-13,15102,2015734141658346554,中国银行分行0307,2019-01-02 13:35:02,还款
22,44599,59701,8036183840310007715,个人账户6327,2019-01-02 16:27:50,转账
23,-1912,57789,4674613568681873473,对公账户2374,2019-01-02 16:51:36,转账
24,-3799,53990,4036051052673206846,个人账户2885,2019-01-02 17:52:04,转账
25,9875,63865,7370313177143858417,对公账户0855,2019-01-02 18:07:12,转账
26,2846,66711,5117621085704712025,个人账户5654,2019-01-02 19:29:16,转账
27,657,67368,5150723151171825138,对公账户0275,2019-01-02 19:42:14,转账
28,-270,67098,8587462542344436585,个人账户8258,2019-01-02 20:51:21,转账
29,3764,70862,7222882410282475265,对公账户2556,2019-01-02 22:06:57,转账
30,-31,70831,2015734141658346554,中国银行分行0307,2019-01-02 23:09:36,ATM取款
31,154,70985,1484182021666727521,对公账户0116,2019-01-03 01:10:33,转账
32,-84,70901,5105620285780572412,个人账户2147,2019-01-03 02:49:55,转账
33,29350,100251,4628127456536286746,个人账户7502,2019-01-03 05:31:55,转账
34,-4140,96111,8085311630662130773,中国建设银行分行4762,2019-01-03 06:12:57,ATM取款
35,-347,95764,3788455575676646137,个人账户0720,2019-01-03 07:50:09,转账
36,-63,95701,3756113146265867023,中国工商银行7227,2019-01-03 09:40:19,ATM取款
37,-17,95684,8071564701742281754,中国工商银行2730,2019-01-03 11:58:33,理财产品支出
38,-108,95576,1705662173201283036,个人账户6330,2019-01-03 16:02:38,转账
39,-18,95558,4506452052874828283,个人账户3627,2019-01-03 16:19:55,转账
40,60,95618,6321884201064420254,个人账户4441,2019-01-03 17:20:24,转账
41,-67,95551,2336083851067511747,个人账户8714,2019-01-03 17:42:00,转账
42,3213,98764,4171280767631541757,对公账户5201,2019-01-03 22:18:28,转账
43,-6,98758,4171080121464248175,中国工商银行5254,2019-01-03 22:48:43,ATM取款
44,96,98854,3706217347735653014,个人账户7844,2019-01-03 23:14:38,转账
