,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,22,15106,5344646535183141482,个人账户2514,2019-01-01 08:40:33,转账
1,33,15139,5117621085704712025,个人账户5654,2019-01-01 10:43:40,转账
2,-34,15105,5371270530174284624,个人账户3120,2019-01-01 16:01:12,转账
3,-15,15090,3788455575676646137,个人账户0720,2019-01-01 17:01:40,转账
4,-50,15040,4033802824215865105,对公账户0715,2019-01-01 18:25:55,转账
5,3227,18267,5211830681633081007,个人账户0128,2019-01-01 19:13:26,转账
6,95,18362,7685712410855030070,对公账户8267,2019-01-01 23:24:00,转账
7,-23,18339,5383528081461543632,中国银行分行7120,2019-01-02 00:50:24,还款
8,-23,18316,1705662173201283036,个人账户6330,2019-01-02 01:24:57,转账
9,-2602,15714,7467724406157863363,快捷支付单位4565,2019-01-02 02:42:43,消费
10,2585,18299,1466482728151605388,个人账户1240,2019-01-02 04:06:57,转账
11,-2158,16141,1674354313052332811,线下商家0326,2019-01-02 06:23:02,消费
12,-29,16112,1484182021666727521,对公账户0116,2019-01-02 09:20:09,转账
13,-1796,14316,3678008771040618217,中国银行分行4800,2019-01-02 15:16:33,ATM取款
14,24,14340,4530117075736517838,对公账户4708,2019-01-02 21:38:52,转账
15,-1015,13325,2006400645105081500,快捷支付单位1868,2019-01-02 22:48:00,消费
16,-25,13300,4530117075736517838,对公账户4708,2019-01-03 00:33:50,转账
17,-56,13244,2842265488874277676,个人账户1108,2019-01-03 04:29:16,转账
18,-76,13168,4478783651812178522,中国工商银行8052,2019-01-03 05:06:00,还款
19,-2971,10197,3688081428617737488,对公账户8535,2019-01-03 13:05:31,转账
20,-398,9799,4234554074182733101,对公账户8620,2019-01-03 14:10:19,转账
21,-2312,7487,7222882410282475265,对公账户2556,2019-01-03 15:34:33,转账
22,-32,7455,7237858333123538843,个人账户5616,2019-01-03 20:54:14,转账
23,-3812,3643,2570840483025757815,线下商家0263,2019-01-03 21:33:07,消费
