,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,992,98825,2638311523036810504,个人账户8606,2019-01-01 09:36:43,转账
1,-3676,95149,8448854470861604367,个人账户0866,2019-01-01 09:47:31,转账
2,21,95170,5428507888503517183,个人账户6481,2019-01-01 10:41:31,转账
3,31,95201,5211830681633081007,个人账户0128,2019-01-01 11:57:07,转账
4,98,95299,5782155683883002586,对公账户5404,2019-01-01 12:29:31,转账
5,-6,95293,3574608026857801237,对公账户8882,2019-01-01 12:57:36,转账
6,-36,95257,8448854470861604367,个人账户0866,2019-01-01 16:53:02,转账
7,5009,100266,5211830681633081007,个人账户0128,2019-01-01 19:26:24,转账
8,20,100286,3574608026857801237,对公账户8882,2019-01-01 23:08:52,转账
9,-13993,86293,7440561464800746606,某网商银行3305,2019-01-01 23:58:33,理财产品支出
10,23,86316,7611642317557366550,对公账户3384,2019-01-02 01:24:57,转账
11,-544,85772,7162167505781386105,个人账户2075,2019-01-02 02:57:50,转账
12,-36,85736,7370313177143858417,对公账户0855,2019-01-02 03:08:38,转账
13,-434,85302,7540852710825640831,中国建设银行分行3778,2019-01-02 03:38:52,代扣
14,-2245,83057,3126173853772234740,线下商家1550,2019-01-02 04:37:12,消费
15,27,83084,4171280767631541757,对公账户5201,2019-01-02 14:07:26,转账
16,-9165,73919,2006400645105081500,快捷支付单位1868,2019-01-02 14:44:09,消费
17,-1032,72887,1634184723026836286,个人账户6512,2019-01-02 16:23:31,转账
18,-2294,70593,6206436620333337022,线下商家1533,2019-01-02 18:15:50,消费
19,-5749,64844,7642126487284100065,个人账户1517,2019-01-02 22:35:02,转账
20,-39,64805,1076028254852115216,对公账户2280,2019-01-03 03:22:19,转账
21,-9693,55112,8473580406358421624,对公账户1408,2019-01-03 05:12:28,转账
22,75,55187,8541571425717386818,对公账户7678,2019-01-03 09:10:04,转账
23,108,55295,3574608026857801237,对公账户8882,2019-01-03 16:02:38,转账
24,-86,55209,4033802824215865105,对公账户0715,2019-01-03 16:50:09,转账
25,-15,55194,7237858333123538843,个人账户5616,2019-01-03 17:50:38,转账
26,-4709,50485,4435873553164166751,对公账户2712,2019-01-03 19:34:19,转账
27,-86,50399,4547716113320125120,快捷支付单位7332,2019-01-03 21:39:36,消费
28,737,51136,4036051052673206846,个人账户2885,2019-01-03 23:27:36,转账
