,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,2718,44421,1361010721605712738,对公账户2776,2019-01-01 02:11:45,ATM取款
1,22,44443,8036183840310007715,个人账户6327,2019-01-01 09:08:38,还款
2,4339,48782,4171280767631541757,对公账户5201,2019-01-01 21:42:28,还款
3,2563,51345,5117621085704712025,个人账户5654,2019-01-02 00:52:33,代扣
4,2,51347,1804351052733487701,个人账户1768,2019-01-02 01:53:02,ATM取款
5,400,51747,2332854227741740736,对公账户0835,2019-01-02 07:19:12,理财产品支出
6,1890,53637,4530117075736517838,对公账户4708,2019-01-02 17:08:52,还款
7,23,53660,4171280767631541757,对公账户5201,2019-01-03 01:53:45,ATM取款
8,323,53983,8263673451534275228,对公账户2757,2019-01-03 10:25:40,理财产品支出
9,275,54258,4848238248201008656,对公账户3556,2019-01-03 10:27:50,代扣
10,11,54269,1050128862471677173,个人账户2362,2019-01-03 11:00:14,理财产品支出
11,687,54956,6827410807645701524,对公账户4277,2019-01-03 11:52:04,代扣
12,19,54975,4171280767631541757,对公账户5201,2019-01-03 19:21:21,理财产品支出
13,7665,62640,5150723151171825138,对公账户0275,2019-01-03 20:43:26,代扣
14,3323,65963,7225442486051870385,对公账户3745,2019-01-03 21:13:40,还款
