,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-92,40859,6321884201064420254,个人账户4441,2019-01-01 02:33:21,转账
1,-1787,39072,7476510200888863583,个人账户3177,2019-01-01 08:12:28,转账
2,-21,39051,1705662173201283036,个人账户6330,2019-01-01 10:41:31,转账
3,370,39421,3688081428617737488,对公账户8535,2019-01-01 13:21:21,转账
4,-5020,34401,2837878456130245682,对公账户0632,2019-01-01 14:52:04,转账
5,-157,34244,7556448258887488431,个人账户2051,2019-01-01 15:48:14,转账
6,-141,34103,4817722340014540284,中国银行分行3547,2019-01-01 16:20:38,ATM取款
7,-29,34074,5371270530174284624,个人账户3120,2019-01-01 16:40:04,转账
8,-5,34069,8057411436064271128,中国建设银行分行8016,2019-01-01 18:21:36,代扣
9,-2380,31689,5154756704420158230,中国建设银行分行7666,2019-01-01 19:39:21,还款
10,-7937,23752,4047787756075014648,对公账户2723,2019-01-01 20:50:38,转账
11,-8328,15424,8532288672720348587,中国银行分行2320,2019-01-01 21:12:14,还款
12,-165,15259,2017332063575106653,中国银行分行3130,2019-01-01 21:57:36,ATM取款
13,-9456,5803,2206655342651060825,农业银行分行7313,2019-01-01 22:40:48,理财产品支出
14,-2587,3216,4665105312016856251,个人账户4357,2019-01-01 22:47:16,转账
15,-4,3212,7166608104856232428,中国工商银行1772,2019-01-02 01:31:26,理财产品支出
16,-197,3015,2676778742471181333,线下商家0214,2019-01-02 07:38:38,消费
17,-608,2407,5383528081461543632,中国银行分行7120,2019-01-02 08:32:38,还款
18,-74,2333,6526386766103684323,个人账户5468,2019-01-02 14:20:24,转账
19,13625,15958,4381258224744041582,对公账户1312,2019-01-02 14:26:52,转账
20,-18,15940,8301021725187525637,中国工商银行1384,2019-01-02 14:59:16,代扣
21,-18,15922,7476510200888863583,个人账户3177,2019-01-02 17:24:00,转账
22,-50,15872,7225442486051870385,对公账户3745,2019-01-02 18:13:40,转账
23,31,15903,4853765012230888136,个人账户1066,2019-01-02 19:12:00,转账
24,-13,15890,1705818161255878302,个人账户2388,2019-01-02 19:27:07,转账
25,-15429,461,8182608754671257877,对公账户2552,2019-01-02 19:50:52,转账
26,73,534,5117621085704712025,个人账户5654,2019-01-03 03:20:09,转账
27,18,552,8587462542344436585,个人账户8258,2019-01-03 08:29:02,转账
28,-37,515,2715700750471765822,农业银行分行4423,2019-01-03 10:06:14,ATM取款
29,-51,464,8173448813031303082,个人账户4500,2019-01-03 10:23:31,转账
30,47,511,5211830681633081007,个人账户0128,2019-01-03 14:27:36,转账
31,72,583,4782572380851461116,对公账户6884,2019-01-03 16:17:45,转账
32,-524,59,8587462542344436585,个人账户8258,2019-01-03 16:39:21,转账
33,2830,2889,7225442486051870385,对公账户3745,2019-01-03 21:00:43,转账
34,46,2935,4381258224744041582,对公账户1312,2019-01-03 21:15:50,转账
