,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-10,52406,7024736442168547171,线下商家4516,2019-01-01 02:24:43,消费
1,49,52455,3788455575676646137,个人账户0720,2019-01-01 03:36:00,转账
2,-1607,50848,7868886002236450477,个人账户5467,2019-01-01 09:54:00,转账
3,-63,50785,3326731455076610218,中国建设银行分行8084,2019-01-01 10:26:24,ATM取款
4,-35,50750,5546202277413716477,某网商银行2661,2019-01-01 13:01:55,ATM取款
5,-42,50708,1762711283065401843,线下商家0060,2019-01-01 13:58:04,消费
6,-42,50666,4000583576857263017,快捷支付单位6068,2019-01-01 14:41:16,消费
7,28,50694,7225153334483261734,对公账户5862,2019-01-01 15:15:50,转账
8,-2325,48369,2700266110320162302,对公账户6131,2019-01-01 17:23:16,转账
9,-126,48243,2006400645105081500,快捷支付单位1868,2019-01-01 22:08:24,消费
10,-1974,46269,2830457671667676231,对公账户3666,2019-01-01 22:38:38,转账
11,-18,46251,2662285435774616353,个人账户0511,2019-01-02 00:43:55,转账
12,3063,49314,7222882410282475265,对公账户2556,2019-01-02 02:12:28,转账
13,-179,49135,6114424552522410738,财付通0253,2019-01-02 02:21:07,消费
14,-41,49094,8208084885872523311,对公账户5500,2019-01-02 04:39:21,转账
15,15740,64834,4047787756075014648,对公账户2723,2019-01-02 05:07:26,转账
16,-2,64832,6174752480435376868,中国建设银行分行3608,2019-01-02 09:05:02,ATM取款
17,-4331,60501,2285241231357051064,线下商家2380,2019-01-02 17:36:57,消费
18,-34,60467,3326731455076610218,中国建设银行分行8084,2019-01-02 17:58:33,还款
19,-99,60368,3685006327343825328,个人账户3714,2019-01-02 18:09:21,转账
20,-333,60035,2676778742471181333,线下商家0214,2019-01-02 20:18:57,消费
21,-8,60027,4530117075736517838,对公账户4708,2019-01-02 20:34:04,转账
22,-11,60016,4514767717665430584,某网商银行6332,2019-01-03 00:18:43,ATM取款
23,5592,65608,4530117075736517838,对公账户4708,2019-01-03 00:31:40,转账
24,-95,65513,7312528263071167660,对公账户6375,2019-01-03 01:36:28,转账
25,16956,82469,4381258224744041582,对公账户1312,2019-01-03 04:35:45,转账
26,5,82474,4782572380851461116,对公账户6884,2019-01-03 04:57:21,转账
27,-9406,73068,4381258224744041582,对公账户1312,2019-01-03 07:32:52,转账
28,-893,72175,4033802824215865105,对公账户0715,2019-01-03 11:54:14,转账
29,706,72881,3234636574803125518,个人账户4841,2019-01-03 13:18:28,转账
30,-207,72674,3706217347735653014,个人账户7844,2019-01-03 17:24:43,转账
31,-23,72651,4547716113320125120,快捷支付单位7332,2019-01-03 19:58:04,消费
32,-11,72640,1361010721605712738,对公账户2776,2019-01-03 22:12:00,转账
