,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,2446,72247,8173448813031303082,个人账户4500,2019-01-01 05:36:57,消费
1,26,72273,5117621085704712025,个人账户5654,2019-01-01 07:09:50,消费
2,2230,74503,5371270530174284624,个人账户3120,2019-01-01 15:30:57,消费
3,266,74769,8263673451534275228,对公账户2757,2019-01-01 17:38:24,消费
4,77,74846,8541571425717386818,对公账户7678,2019-01-03 01:17:02,消费
5,472,75318,7556448258887488431,个人账户2051,2019-01-03 05:21:07,消费
6,1333,76651,4506452052874828283,个人账户3627,2019-01-03 14:01:40,消费
7,85,76736,2336083851067511747,个人账户8714,2019-01-03 18:01:26,消费
8,17,76753,7312528263071167660,对公账户6375,2019-01-03 19:47:16,消费
9,6158,82911,7225442486051870385,对公账户3745,2019-01-03 21:18:00,消费
10,48,82959,7752563228176111804,对公账户7227,2019-01-03 23:49:12,消费
