,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,771,48953,6321884201064420254,个人账户4441,2019-01-01 03:44:38,代扣
1,1589,50542,3688081428617737488,对公账户8535,2019-01-01 11:31:12,代扣
2,41,50583,8532356116011623885,个人账户3225,2019-01-01 20:26:52,理财产品支出
3,362,50945,8208084885872523311,对公账户5500,2019-01-02 00:26:38,理财产品支出
4,1031,51976,7642126487284100065,个人账户1517,2019-01-02 01:50:52,理财产品支出
5,893,52869,2662285435774616353,个人账户0511,2019-01-02 11:03:50,代扣
6,97,52966,4665105312016856251,个人账户4357,2019-01-02 18:00:43,代扣
7,3140,56106,6726525773288842824,个人账户3726,2019-01-02 21:06:28,ATM取款
8,2062,58168,5105620285780572412,个人账户2147,2019-01-03 03:43:55,还款
9,76,58244,8036183840310007715,个人账户6327,2019-01-03 05:55:40,还款
10,2285,60529,1634184723026836286,个人账户6512,2019-01-03 15:04:19,理财产品支出
11,2182,62711,2231186114807048470,对公账户3781,2019-01-03 19:08:24,理财产品支出
