,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-33,62071,8355562402220127205,线下商家3523,2019-01-01 00:54:00,消费
1,36,62107,2336083851067511747,个人账户8714,2019-01-01 04:25:40,转账
2,-913,61194,3756113146265867023,中国工商银行7227,2019-01-01 04:34:19,代扣
3,-6,61188,7556448258887488431,个人账户2051,2019-01-01 07:33:36,转账
4,-371,60817,2017332063575106653,中国银行分行3130,2019-01-01 09:51:50,ATM取款
5,-44,60773,7868886002236450477,个人账户5467,2019-01-01 13:49:26,转账
6,-12,60761,5546202277413716477,某网商银行2661,2019-01-01 17:44:52,代扣
7,-14648,46113,8173448813031303082,个人账户4500,2019-01-01 18:00:00,转账
8,-95,46018,8057411436064271128,中国建设银行分行8016,2019-01-01 19:00:28,还款
9,7937,53955,5428507888503517183,个人账户6481,2019-01-01 20:50:38,转账
10,52,54007,2778508366477637267,个人账户0488,2019-01-01 21:23:02,转账
11,-4856,49151,7868886002236450477,个人账户5467,2019-01-02 00:28:48,转账
12,-7391,41760,2206655342651060825,农业银行分行7313,2019-01-02 02:34:04,理财产品支出
13,11600,53360,7685712410855030070,对公账户8267,2019-01-02 02:40:33,转账
14,-15740,37620,3121581147734832125,个人账户7253,2019-01-02 05:07:26,转账
15,-72,37548,6068723276816226480,个人账户2847,2019-01-02 13:58:48,转账
16,738,38286,2837878456130245682,对公账户0632,2019-01-02 14:05:16,转账
17,-6,38280,8085311630662130773,中国建设银行分行4762,2019-01-02 14:48:28,ATM取款
18,-39,38241,5371270530174284624,个人账户3120,2019-01-02 15:51:07,转账
19,-580,37661,8173448813031303082,个人账户4500,2019-01-02 17:19:40,转账
20,87,37748,6321884201064420254,个人账户4441,2019-01-02 20:44:52,转账
21,40,37788,2837878456130245682,对公账户0632,2019-01-02 23:33:21,转账
22,50,37838,4381258224744041582,对公账户1312,2019-01-03 01:23:31,转账
23,-39,37799,6454055036873508841,快捷支付单位8283,2019-01-03 04:31:26,消费
24,-3450,34349,2015734141658346554,中国银行分行0307,2019-01-03 09:01:26,代扣
25,-2627,31722,4033802824215865105,对公账户0715,2019-01-03 12:37:26,转账
26,-176,31546,7467724406157863363,快捷支付单位4565,2019-01-03 13:24:57,消费
27,37,31583,7827205622842583108,对公账户2732,2019-01-03 13:29:16,转账
28,-95,31488,6206436620333337022,线下商家1533,2019-01-03 15:45:21,消费
29,-25305,6183,1130586170643345682,农业银行分行8610,2019-01-03 19:06:14,ATM取款
30,1744,7927,8036183840310007715,个人账户6327,2019-01-03 19:49:26,转账
31,-41,7886,6114424552522410738,财付通0253,2019-01-03 23:01:40,理财基金转账
