,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,33,23655,4047787756075014648,对公账户2723,2019-01-01 00:54:00,消费
1,21,23676,6068723276816226480,个人账户2847,2019-01-01 04:55:55,消费
2,34,23710,6726525773288842824,个人账户3726,2019-01-01 08:08:09,消费
3,3619,27329,7500142023738587522,个人账户4886,2019-01-01 14:34:48,消费
4,253,27582,4362675418142658807,对公账户6757,2019-01-01 16:16:19,消费
5,2106,29688,2638311523036810504,个人账户8606,2019-01-02 01:12:00,消费
6,171,29859,6068723276816226480,个人账户2847,2019-01-02 08:21:50,消费
7,81,29940,3533867248272723243,个人账户6235,2019-01-02 11:21:07,消费
8,834,30774,7476510200888863583,个人账户3177,2019-01-02 16:21:21,消费
9,93,30867,7642126487284100065,个人账户1517,2019-01-02 19:44:24,消费
