,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,3843,102225,2638311523036810504,个人账户8606,2019-01-01 02:00:57,消费
1,29,102254,2700266110320162302,对公账户6131,2019-01-01 10:54:28,消费
2,99,102353,1501825731003322724,个人账户5247,2019-01-01 15:24:28,消费
3,72,102425,4665105312016856251,个人账户4357,2019-01-01 20:31:12,消费
4,7577,110002,7476510200888863583,个人账户3177,2019-01-01 21:38:09,消费
5,8176,118178,7752563228176111804,对公账户7227,2019-01-02 02:27:36,消费
6,448,118626,2760530232530051310,个人账户4135,2019-01-02 18:41:45,消费
7,21,118647,3234636574803125518,个人账户4841,2019-01-03 05:27:36,消费
8,3859,122506,7868886002236450477,个人账户5467,2019-01-03 06:08:38,消费
9,87,122593,2231186114807048470,对公账户3781,2019-01-03 15:21:36,消费
10,29,122622,1705818161255878302,个人账户2388,2019-01-03 17:09:36,消费
11,611,123233,2336083851067511747,个人账户8714,2019-01-03 20:24:00,消费
