,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-2399,81522,5782155683883002586,对公账户5404,2019-01-01 01:00:28,转账
1,-686,80836,2830457671667676231,对公账户3666,2019-01-01 02:05:16,转账
2,-50,80786,7384812601877568545,个人账户7552,2019-01-01 02:35:31,转账
3,2,80788,7642126487284100065,个人账户1517,2019-01-01 04:51:36,转账
4,-28,80760,2715700750471765822,农业银行分行4423,2019-01-01 05:15:21,理财产品支出
5,-11,80749,2285241231357051064,线下商家2380,2019-01-01 06:18:00,消费
6,-387,80362,4000583576857263017,快捷支付单位6068,2019-01-01 09:19:26,消费
7,-18,80344,4547716113320125120,快捷支付单位7332,2019-01-01 12:36:00,消费
8,-5713,74631,2638311523036810504,个人账户8606,2019-01-01 18:49:40,转账
9,9,74640,5117621085704712025,个人账户5654,2019-01-01 19:09:07,转账
10,24,74664,7685712410855030070,对公账户8267,2019-01-01 19:52:19,转账
11,-60,74604,8301021725187525637,中国工商银行1384,2019-01-01 21:46:48,ATM取款
12,294,74898,7312528263071167660,对公账户6375,2019-01-01 21:53:16,转账
13,18,74916,3121581147734832125,个人账户7253,2019-01-02 00:43:55,转账
14,50,74966,6130340126202866247,个人账户1758,2019-01-02 03:51:50,转账
15,-74,74892,7417268220637406377,对公账户6772,2019-01-02 06:40:19,转账
16,92,74984,3234636574803125518,个人账户4841,2019-01-02 07:27:50,转账
17,72,75056,4674613568681873473,对公账户2374,2019-01-02 08:19:40,转账
18,-1976,73080,3533867248272723243,个人账户6235,2019-01-02 08:54:14,转账
19,-34,73046,8057411436064271128,中国建设银行分行8016,2019-01-02 10:46:33,ATM取款
20,-893,72153,1262568613806626344,中国工商银行2106,2019-01-02 11:03:50,代扣
21,-20,72133,2750376673822844406,中国银行分行6755,2019-01-02 12:15:07,理财产品支出
22,-48,72085,8301021725187525637,中国工商银行1384,2019-01-02 13:39:21,代扣
23,-18,72067,7237858333123538843,个人账户5616,2019-01-02 15:20:52,转账
24,-17721,54346,8231873671372281653,农业银行分行2785,2019-01-02 23:16:04,ATM取款
25,7,54353,7237858333123538843,个人账户5616,2019-01-03 01:12:43,转账
26,26,54379,2638311523036810504,个人账户8606,2019-01-03 01:14:52,转账
27,1741,56120,4036051052673206846,个人账户2885,2019-01-03 06:56:09,转账
28,657,56777,3706217347735653014,个人账户7844,2019-01-03 07:11:16,转账
29,-29,56748,7225442486051870385,对公账户3745,2019-01-03 10:19:12,转账
30,59,56807,8258687417877216408,个人账户3860,2019-01-03 11:06:43,转账
31,32,56839,2231186114807048470,对公账户3781,2019-01-03 15:43:12,转账
32,706,57545,2336083851067511747,个人账户8714,2019-01-03 16:28:33,转账
33,574,58119,7556448258887488431,个人账户2051,2019-01-03 19:53:45,转账
