,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,14,98181,3040860326164267010,对公账户7171,2019-01-01 02:44:09,还款
1,61,98242,4424313822765527173,个人账户2565,2019-01-01 18:04:19,代扣
2,4654,102896,4848238248201008656,对公账户3556,2019-01-02 01:55:12,代扣
3,360,103256,4782572380851461116,对公账户6884,2019-01-02 05:22:33,ATM取款
4,76,103332,1484182021666727521,对公账户0116,2019-01-02 11:10:19,理财产品支出
5,273,103605,7162167505781386105,个人账户2075,2019-01-02 14:09:36,ATM取款
6,18,103623,2760530232530051310,个人账户4135,2019-01-02 17:41:16,理财产品支出
7,7417,111040,4362675418142658807,对公账户6757,2019-01-03 01:01:55,理财产品支出
8,16,111056,4036051052673206846,个人账户2885,2019-01-03 02:11:02,ATM取款
9,76,111132,7611642317557366550,对公账户3384,2019-01-03 05:06:00,还款
