,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,3323,40903,4435873553164166751,对公账户2712,2019-01-01 03:05:45,理财产品支出
1,1951,42854,5211830681633081007,个人账户0128,2019-01-01 10:02:38,还款
2,834,43688,4171280767631541757,对公账户5201,2019-01-01 12:16:33,ATM取款
3,153,43841,2638311523036810504,个人账户8606,2019-01-01 21:01:26,ATM取款
4,60,43901,2662285435774616353,个人账户0511,2019-01-01 21:46:48,ATM取款
5,60,43961,1501825731003322724,个人账户5247,2019-01-01 23:41:16,理财产品支出
6,2681,46642,3788455575676646137,个人账户0720,2019-01-02 00:02:52,还款
7,33,46675,7237858333123538843,个人账户5616,2019-01-02 12:45:21,理财产品支出
8,48,46723,2662285435774616353,个人账户0511,2019-01-02 13:39:21,代扣
9,18,46741,5428507888503517183,个人账户6481,2019-01-02 14:59:16,代扣
10,49,46790,5117621085704712025,个人账户5654,2019-01-02 16:08:24,还款
11,500,47290,8182608754671257877,对公账户2552,2019-01-02 19:07:40,ATM取款
12,91,47381,2837878456130245682,对公账户0632,2019-01-03 14:55:40,ATM取款
13,539,47920,7827205622842583108,对公账户2732,2019-01-03 22:46:33,代扣
