,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-325,85116,4234554074182733101,对公账户8620,2019-01-01 00:19:26,转账
1,-49,85067,3121581147734832125,个人账户7253,2019-01-01 03:36:00,转账
2,9575,94642,4634746801720120164,对公账户4863,2019-01-01 04:08:24,转账
3,-4826,89816,7237858333123538843,个人账户5616,2019-01-01 07:20:38,转账
4,-2515,87301,3326731455076610218,中国建设银行分行8084,2019-01-01 07:35:45,还款
5,68,87369,6726525773288842824,个人账户3726,2019-01-01 12:03:36,转账
6,27,87396,7222882410282475265,对公账户2556,2019-01-01 15:13:40,转账
7,15,87411,7611642317557366550,对公账户3384,2019-01-01 17:01:40,转账
8,-2681,84730,8301021725187525637,中国工商银行1384,2019-01-02 00:02:52,还款
9,-72,84658,4442700637104458574,中国建设银行分行7120,2019-01-02 03:54:00,理财产品支出
10,-47,84611,5223418737066745114,线下商家6784,2019-01-02 04:35:02,消费
11,-32,84579,3118153342311241282,快捷支付单位7480,2019-01-02 04:45:50,消费
12,373,84952,3574608026857801237,对公账户8882,2019-01-02 10:29:16,转账
13,2355,87307,5150723151171825138,对公账户0275,2019-01-02 12:36:43,转账
14,4808,92115,7222882410282475265,对公账户2556,2019-01-02 14:29:02,转账
15,-15,92100,2570840483025757815,线下商家0263,2019-01-02 18:11:31,消费
16,-29,92071,2830457671667676231,对公账户3666,2019-01-03 02:47:45,转账
17,45,92116,5211830681633081007,个人账户0128,2019-01-03 05:44:52,转账
18,27,92143,7827205622842583108,对公账户2732,2019-01-03 06:43:12,转账
19,2021,94164,8263673451534275228,对公账户2757,2019-01-03 06:45:21,转账
20,-2510,91654,5211830681633081007,个人账户0128,2019-01-03 06:47:31,转账
21,-33,91621,7476510200888863583,个人账户3177,2019-01-03 07:24:14,转账
22,347,91968,3574608026857801237,对公账户8882,2019-01-03 07:50:09,转账
23,-8142,83826,8587462542344436585,个人账户8258,2019-01-03 09:03:36,转账
24,446,84272,3688081428617737488,对公账户8535,2019-01-03 10:01:55,转账
25,1385,85657,7868886002236450477,个人账户5467,2019-01-03 10:17:02,转账
26,-324,85333,5782155683883002586,对公账户5404,2019-01-03 10:49:26,转账
27,-42,85291,5154756704420158230,中国建设银行分行7666,2019-01-03 13:40:04,ATM取款
28,-8,85283,1762711283065401843,线下商家0060,2019-01-03 15:25:55,消费
29,-4152,81131,7024736442168547171,线下商家4516,2019-01-03 16:30:43,消费
30,109,81240,4171280767631541757,对公账户5201,2019-01-03 17:57:07,转账
31,5,81245,7420417414035838233,个人账户4560,2019-01-03 20:28:19,转账
32,-73,81172,3738312478651667083,中国建设银行分行4380,2019-01-03 23:21:07,代扣
