,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-9621,12676,6726525773288842824,个人账户3726,2019-01-01 00:23:45,转账
1,-188,12488,5383528081461543632,中国银行分行7120,2019-01-01 01:09:07,ATM取款
2,21,12509,7056135884560382775,对公账户7416,2019-01-01 04:14:52,转账
3,48,12557,2170454182021032726,个人账户5256,2019-01-01 05:11:02,转账
4,-26,12531,4425467281312432033,线下商家0065,2019-01-01 07:09:50,消费
5,-33,12498,7611642317557366550,对公账户3384,2019-01-01 10:43:40,转账
6,-131,12367,7556448258887488431,个人账户2051,2019-01-01 11:52:48,转账
7,380,12747,6827410807645701524,对公账户4277,2019-01-01 16:42:14,转账
8,-9295,3452,5105620285780572412,个人账户2147,2019-01-01 18:51:50,转账
9,-9,3443,2662285435774616353,个人账户0511,2019-01-01 19:09:07,转账
10,749,4192,2638311523036810504,个人账户8606,2019-01-01 19:48:00,转账
11,-234,3958,8350042030684524237,快捷支付单位8280,2019-01-01 21:16:33,消费
12,20037,23995,1484182021666727521,对公账户0116,2019-01-01 22:34:19,转账
13,-51,23944,8182608754671257877,对公账户2552,2019-01-01 23:21:50,转账
14,-2563,21381,4380373728787548430,农业银行分行4425,2019-01-02 00:52:33,代扣
15,7,21388,7312528263071167660,对公账户6375,2019-01-02 01:59:31,转账
16,-26,21362,8356861065022417488,农业银行分行6256,2019-01-02 06:20:52,代扣
17,-4292,17070,4171280767631541757,对公账户5201,2019-01-02 08:52:04,转账
18,-49,17021,8301021725187525637,中国工商银行1384,2019-01-02 16:08:24,还款
19,3,17024,1050128862471677173,个人账户2362,2019-01-02 17:39:07,转账
20,-2846,14178,3574608026857801237,对公账户8882,2019-01-02 19:29:16,转账
21,-9,14169,6526386766103684323,个人账户5468,2019-01-02 21:12:57,转账
22,-94,14075,8448854470861604367,个人账户0866,2019-01-03 00:01:26,转账
23,-73,14002,5428507888503517183,个人账户6481,2019-01-03 03:20:09,转账
24,33,14035,4435873553164166751,对公账户2712,2019-01-03 08:42:00,转账
25,1494,15529,6827410807645701524,对公账户4277,2019-01-03 09:27:21,转账
26,-29,15500,8258687417877216408,个人账户3860,2019-01-03 09:42:28,转账
27,-3065,12435,7476510200888863583,个人账户3177,2019-01-03 12:30:57,转账
28,77,12512,5088273664510725035,个人账户7833,2019-01-03 13:46:33,转账
29,48,12560,4435873553164166751,对公账户2712,2019-01-03 15:19:26,转账
30,48,12608,7685712410855030070,对公账户8267,2019-01-03 15:47:31,转账
31,-6804,5804,7417268220637406377,对公账户6772,2019-01-03 18:18:43,转账
32,-61,5743,2166475400823686404,线下商家1437,2019-01-03 22:55:12,消费
33,886,6629,7868886002236450477,个人账户5467,2019-01-03 23:34:04,转账
34,-18,6611,4682740414032853753,中国工商银行5655,2019-01-03 23:44:52,还款
