,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,1540,62529,1758211032370816214,个人账户7228,2019-01-01 03:57:36,ATM取款
1,40,62569,8208084885872523311,对公账户5500,2019-01-01 04:12:43,理财产品支出
2,4581,67150,8258687417877216408,个人账户3860,2019-01-01 10:24:14,理财产品支出
3,25068,92218,2830457671667676231,对公账户3666,2019-01-01 12:42:28,代扣
4,25,92243,1705818161255878302,个人账户2388,2019-01-01 18:08:38,代扣
5,55,92298,2336083851067511747,个人账户8714,2019-01-01 21:33:50,理财产品支出
6,9456,101754,5428507888503517183,个人账户6481,2019-01-01 22:40:48,理财产品支出
7,7391,109145,4047787756075014648,对公账户2723,2019-01-02 02:34:04,理财产品支出
8,32,109177,7225442486051870385,对公账户3745,2019-01-02 12:04:19,还款
9,46,109223,2837878456130245682,对公账户0632,2019-01-02 18:24:28,代扣
10,387,109610,6726525773288842824,个人账户3726,2019-01-02 18:37:26,理财产品支出
11,33,109643,6526386766103684323,个人账户5468,2019-01-02 18:52:33,理财产品支出
12,3710,113353,5211830681633081007,个人账户0128,2019-01-02 19:05:31,ATM取款
13,86,113439,5782155683883002586,对公账户5404,2019-01-03 22:33:36,ATM取款
