,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-4,85103,3574608026857801237,对公账户8882,2019-01-01 02:37:40,转账
1,21969,107072,5782155683883002586,对公账户5404,2019-01-01 04:42:57,转账
2,-48,107024,5117621085704712025,个人账户5654,2019-01-01 05:11:02,转账
3,-252,106772,7056135884560382775,对公账户7416,2019-01-01 07:59:31,转账
4,-88,106684,5284465142386423763,支付宝2325,2019-01-01 08:03:50,消费
5,-2146,104538,8036183840310007715,个人账户6327,2019-01-01 08:25:26,转账
6,-355,104183,4506452052874828283,个人账户3627,2019-01-01 09:00:00,转账
7,42,104225,2336083851067511747,个人账户8714,2019-01-01 10:06:57,转账
8,-6,104219,2015734141658346554,中国银行分行0307,2019-01-01 10:19:55,还款
9,3396,107615,7417268220637406377,对公账户6772,2019-01-01 14:00:14,转账
10,-48,107567,4381258224744041582,对公账户1312,2019-01-01 15:18:00,转账
11,757,108324,7556448258887488431,个人账户2051,2019-01-01 15:20:09,转账
12,-34,108290,5150723151171825138,对公账户0275,2019-01-01 15:28:48,转账
13,-73,108217,8263673451534275228,对公账户2757,2019-01-01 16:46:33,转账
14,-22171,86046,7166608104856232428,中国工商银行1772,2019-01-01 19:17:45,代扣
15,-4483,81563,5424324407215364430,农业银行分行0580,2019-01-02 01:37:55,还款
16,4357,85920,5088273664510725035,个人账户7833,2019-01-02 01:48:43,转账
17,-26,85894,2638311523036810504,个人账户8606,2019-01-02 05:03:07,转账
18,-41,85853,7222882410282475265,对公账户2556,2019-01-02 07:58:04,转账
19,12,85865,8448854470861604367,个人账户0866,2019-01-02 08:39:07,转账
20,35,85900,2332854227741740736,对公账户0835,2019-01-02 14:16:04,转账
21,-162,85738,4381258224744041582,对公账户1312,2019-01-02 14:24:43,转账
22,1518,87256,6068723276816226480,个人账户2847,2019-01-02 15:18:43,转账
23,-54,87202,3678008771040618217,中国银行分行4800,2019-01-02 15:29:31,还款
24,-2,87200,2715700750471765822,农业银行分行4423,2019-01-02 15:38:09,理财产品支出
25,-1567,85633,8532356116011623885,个人账户3225,2019-01-02 16:01:55,转账
26,-45,85588,8057411436064271128,中国建设银行分行8016,2019-01-02 18:20:09,理财产品支出
27,-5,85583,7384812601877568545,个人账户7552,2019-01-02 19:37:55,转账
28,2,85585,1634184723026836286,个人账户6512,2019-01-02 21:43:12,转账
29,-7255,78330,1067112268583006880,农业银行分行8784,2019-01-02 23:20:24,ATM取款
30,-1553,76777,4036051052673206846,个人账户2885,2019-01-03 03:00:43,转账
31,43148,119925,7642126487284100065,个人账户1517,2019-01-03 06:02:09,转账
32,19,119944,7056135884560382775,对公账户7416,2019-01-03 08:31:12,转账
33,34,119978,1758211032370816214,个人账户7228,2019-01-03 11:36:57,转账
34,54,120032,7162167505781386105,个人账户2075,2019-01-03 19:04:04,转账
35,-2,120030,4381258224744041582,对公账户1312,2019-01-03 20:13:12,转账
36,52,120082,2336083851067511747,个人账户8714,2019-01-03 21:41:45,转账
37,302,120384,3234636574803125518,个人账户4841,2019-01-03 21:54:43,转账
