,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,5,81094,4033802824215865105,对公账户0715,2019-01-01 01:37:12,消费
1,37,81131,4782572380851461116,对公账户6884,2019-01-01 09:23:45,消费
2,13,81144,7556448258887488431,个人账户2051,2019-01-02 00:35:16,消费
3,4565,85709,7642126487284100065,个人账户1517,2019-01-02 10:14:09,消费
4,348,86057,5060643256327401206,对公账户4336,2019-01-02 10:33:36,消费
5,653,86710,3234636574803125518,个人账户4841,2019-01-02 20:01:40,消费
6,425,87135,8473580406358421624,对公账户1408,2019-01-02 20:25:26,消费
7,1025,88160,2778508366477637267,个人账户0488,2019-01-02 22:41:31,消费
8,3499,91659,7225442486051870385,对公账户3745,2019-01-03 07:52:19,消费
9,23,91682,2231186114807048470,对公账户3781,2019-01-03 10:36:28,消费
10,211,91893,5211830681633081007,个人账户0128,2019-01-03 10:51:36,消费
11,285,92178,2332854227741740736,对公账户0835,2019-01-03 13:14:09,消费
12,2223,94401,8182608754671257877,对公账户2552,2019-01-03 18:48:57,消费
