,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,396,79223,7384812601877568545,个人账户7552,2019-01-01 04:30:00,消费
1,21,79244,3533867248272723243,个人账户6235,2019-01-01 06:52:33,消费
2,22,79266,7417268220637406377,对公账户6772,2019-01-01 07:29:16,消费
3,48,79314,1501825731003322724,个人账户5247,2019-01-01 10:52:19,消费
4,76,79390,3234636574803125518,个人账户4841,2019-01-01 21:48:57,消费
5,47,79437,3788455575676646137,个人账户0720,2019-01-02 04:35:02,消费
6,33,79470,1804351052733487701,个人账户1768,2019-01-02 08:02:24,消费
7,627,80097,4036051052673206846,个人账户2885,2019-01-02 09:18:00,消费
8,231,80328,4171280767631541757,对公账户5201,2019-01-03 01:32:09,消费
9,36,80364,3533867248272723243,个人账户6235,2019-01-03 09:18:43,消费
