,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-23,16972,8263673451534275228,对公账户2757,2019-01-01 00:36:43,转账
1,26,16998,8448854470861604367,个人账户0866,2019-01-01 00:41:02,转账
2,-1033,15965,4848238248201008656,对公账户3556,2019-01-01 00:47:31,转账
3,-177,15788,1674354313052332811,线下商家0326,2019-01-01 01:54:28,消费
4,-9575,6213,3788455575676646137,个人账户0720,2019-01-01 04:08:24,转账
5,-12,6201,5371270530174284624,个人账户3120,2019-01-01 05:45:36,转账
6,-50,6151,7556448258887488431,个人账户2051,2019-01-01 07:01:12,转账
7,1763,7914,4033802824215865105,对公账户0715,2019-01-01 07:44:24,转账
8,1329,9243,8173448813031303082,个人账户4500,2019-01-01 10:45:50,转账
9,18,9261,5105620285780572412,个人账户2147,2019-01-01 10:56:38,转账
10,-1998,7263,1241555182010681232,中国工商银行4210,2019-01-01 12:44:38,理财产品支出
11,28,7291,7752563228176111804,对公账户7227,2019-01-01 12:51:07,转账
12,105,7396,7420417414035838233,个人账户4560,2019-01-01 14:15:21,转账
13,-3500,3896,2067851674465515280,线下商家5246,2019-01-01 20:39:50,消费
14,469,4365,7752563228176111804,对公账户7227,2019-01-02 00:11:31,转账
15,-2259,2106,3688081428617737488,对公账户8535,2019-01-02 02:16:48,转账
16,384,2490,6130340126202866247,个人账户1758,2019-01-02 04:04:48,转账
17,135,2625,4036051052673206846,个人账户2885,2019-01-02 12:23:45,转账
18,1,2626,1484182021666727521,对公账户0116,2019-01-02 14:54:57,转账
19,-1041,1585,6454055036873508841,快捷支付单位8283,2019-01-02 21:51:50,消费
