,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,591,14559,5371270530174284624,个人账户3120,2019-01-01 01:32:52,还款
1,9055,23614,8847170631713867123,对公账户2852,2019-01-02 03:45:21,代扣
2,20,23634,4506452052874828283,个人账户3627,2019-01-02 10:31:26,理财产品支出
3,21,23655,5150723151171825138,对公账户0275,2019-01-02 17:17:31,理财产品支出
4,216,23871,6068723276816226480,个人账户2847,2019-01-02 23:03:07,ATM取款
5,33,23904,7384812601877568545,个人账户7552,2019-01-02 23:29:02,还款
6,45,23949,1361010721605712738,对公账户2776,2019-01-03 00:14:24,还款
7,2653,26602,3706217347735653014,个人账户7844,2019-01-03 05:53:31,ATM取款
8,255,26857,2837878456130245682,对公账户0632,2019-01-03 13:48:43,还款
9,4,26861,7685712410855030070,对公账户8267,2019-01-03 22:50:52,ATM取款
