,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,85,10607,7225153334483261734,对公账户5862,2019-01-01 01:56:38,消费
1,768,11375,3533867248272723243,个人账户6235,2019-01-01 02:31:12,消费
2,387,11762,2662285435774616353,个人账户0511,2019-01-01 09:19:26,消费
3,42,11804,3121581147734832125,个人账户7253,2019-01-01 14:41:16,消费
4,100,11904,6321884201064420254,个人账户4441,2019-01-01 21:05:45,消费
5,1769,13673,1484182021666727521,对公账户0116,2019-01-02 01:35:45,消费
6,148,13821,7225153334483261734,对公账户5862,2019-01-02 08:58:33,消费
7,50,13871,2700266110320162302,对公账户6131,2019-01-02 10:35:45,消费
8,47,13918,5371270530174284624,个人账户3120,2019-01-02 11:25:26,消费
9,49,13967,5344646535183141482,个人账户2514,2019-01-02 12:54:00,消费
10,48,14015,7384812601877568545,个人账户7552,2019-01-03 05:36:14,消费
11,3044,17059,7827205622842583108,对公账户2732,2019-01-03 10:32:09,消费
12,32,17091,5060643256327401206,对公账户4336,2019-01-03 12:33:07,消费
