,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,77,8604,3688081428617737488,对公账户8535,2019-01-01 00:08:38,ATM取款
1,18,8622,7827205622842583108,对公账户2732,2019-01-01 02:07:26,ATM取款
2,2821,11443,6526386766103684323,个人账户5468,2019-01-01 03:55:26,还款
3,2515,13958,3788455575676646137,个人账户0720,2019-01-01 07:35:45,还款
4,3807,17765,8847170631713867123,对公账户2852,2019-01-01 08:23:16,ATM取款
5,1000,18765,4530117075736517838,对公账户4708,2019-01-01 10:04:48,理财产品支出
6,63,18828,3121581147734832125,个人账户7253,2019-01-01 10:26:24,ATM取款
7,2177,21005,8208084885872523311,对公账户5500,2019-01-01 14:26:09,ATM取款
8,167,21172,3234636574803125518,个人账户4841,2019-01-01 20:29:02,ATM取款
9,195,21367,4435873553164166751,对公账户2712,2019-01-01 20:46:19,ATM取款
10,36,21403,2830457671667676231,对公账户3666,2019-01-02 00:56:52,还款
11,595,21998,8173448813031303082,个人账户4500,2019-01-02 13:50:09,ATM取款
12,34,22032,3121581147734832125,个人账户7253,2019-01-02 17:58:33,还款
13,3666,25698,2332854227741740736,对公账户0835,2019-01-03 01:27:50,ATM取款
14,426,26124,4628127456536286746,个人账户7502,2019-01-03 03:15:50,ATM取款
15,167,26291,8448854470861604367,个人账户0866,2019-01-03 04:03:21,ATM取款
16,2825,29116,4782572380851461116,对公账户6884,2019-01-03 07:56:38,代扣
17,69,29185,7237858333123538843,个人账户5616,2019-01-03 16:06:57,代扣
18,40,29225,6321884201064420254,个人账户4441,2019-01-03 18:46:48,理财产品支出
