,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-47,2236,3756113146265867023,中国工商银行7227,2019-01-01 00:15:07,代扣
1,28926,31162,4435873553164166751,对公账户2712,2019-01-01 01:02:38,转账
2,37,31199,4381258224744041582,对公账户1312,2019-01-01 08:01:40,转账
3,-2086,29113,7237858333123538843,个人账户5616,2019-01-01 10:48:00,转账
4,49,29162,7868886002236450477,个人账户5467,2019-01-01 12:27:21,转账
5,-7825,21337,5284465142386423763,支付宝2325,2019-01-01 13:47:16,消费
6,48,21385,8208084885872523311,对公账户5500,2019-01-01 15:52:33,转账
7,-40,21345,3738312478651667083,中国建设银行分行4380,2019-01-01 19:58:48,代扣
8,127,21472,1501825731003322724,个人账户5247,2019-01-01 20:59:16,转账
9,-19,21453,2015734141658346554,中国银行分行0307,2019-01-01 22:14:52,代扣
10,-9,21444,5150723151171825138,对公账户0275,2019-01-02 06:18:43,转账
11,-400,21044,4380373728787548430,农业银行分行4425,2019-01-02 07:19:12,理财产品支出
12,-69,20975,7642126487284100065,个人账户1517,2019-01-02 09:00:43,转账
13,-35,20940,2170454182021032726,个人账户5256,2019-01-02 14:16:04,转账
14,4500,25440,7384812601877568545,个人账户7552,2019-01-02 19:09:50,转账
15,-632,24808,3800764168318458421,某网商银行0571,2019-01-02 21:56:09,还款
16,-693,24115,6303846313065474146,中国银行分行6470,2019-01-03 00:57:36,还款
17,-3666,20449,3326731455076610218,中国建设银行分行8084,2019-01-03 01:27:50,ATM取款
18,323,20772,3040860326164267010,对公账户7171,2019-01-03 02:54:14,转账
19,-285,20487,4400267477472013402,线下商家2026,2019-01-03 13:14:09,消费
20,727,21214,8208084885872523311,对公账户5500,2019-01-03 21:09:21,转账
21,3112,24326,2700266110320162302,对公账户6131,2019-01-03 21:28:48,转账
22,19454,43780,7500142023738587522,个人账户4886,2019-01-03 22:14:09,转账
23,-1364,42416,7312528263071167660,对公账户6375,2019-01-03 23:40:33,转账
