,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-14600,37781,7620207878050172783,中国工商银行7386,2019-01-01 00:28:04,还款
1,-2763,35018,2166475400823686404,线下商家1437,2019-01-01 01:17:45,消费
2,-214,34804,1578847743801452454,线下商家7182,2019-01-01 05:08:52,消费
3,-48,34756,7237858333123538843,个人账户5616,2019-01-01 08:44:52,转账
4,-9795,24961,2166475400823686404,线下商家1437,2019-01-01 09:58:19,消费
5,-21,24940,7312528263071167660,对公账户6375,2019-01-01 11:22:33,转账
6,-68,24872,7868886002236450477,个人账户5467,2019-01-01 14:36:57,转账
7,110,24982,4033802824215865105,对公账户0715,2019-01-01 15:43:55,转账
8,93,25075,6726525773288842824,个人账户3726,2019-01-01 15:56:52,转账
9,-51,25024,1130586170643345682,农业银行分行8610,2019-01-01 16:12:00,理财产品支出
10,73,25097,2700266110320162302,对公账户6131,2019-01-01 18:23:45,转账
11,-4002,21095,7024736442168547171,线下商家4516,2019-01-01 20:20:24,消费
12,-385,20710,4530117075736517838,对公账户4708,2019-01-01 20:22:33,转账
13,544,21254,1705662173201283036,个人账户6330,2019-01-02 02:57:50,转账
14,-38,21216,5105620285780572412,个人账户2147,2019-01-02 04:24:14,转账
15,-273,20943,4478783651812178522,中国工商银行8052,2019-01-02 14:09:36,ATM取款
16,-86,20857,3118153342311241282,快捷支付单位7480,2019-01-02 14:50:38,消费
17,2,20859,5371270530174284624,个人账户3120,2019-01-02 16:55:55,转账
18,-127,20732,4782572380851461116,对公账户6884,2019-01-03 01:30:00,转账
19,-596,20136,1466482728151605388,个人账户1240,2019-01-03 03:02:52,转账
20,-112,20024,3738312478651667083,中国建设银行分行4380,2019-01-03 04:55:12,还款
21,6,20030,4381258224744041582,对公账户1312,2019-01-03 05:49:12,转账
22,33,20063,7476510200888863583,个人账户3177,2019-01-03 06:15:07,转账
23,28,20091,4848238248201008656,对公账户3556,2019-01-03 17:37:40,转账
24,-54,20037,2170454182021032726,个人账户5256,2019-01-03 19:04:04,转账
