,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,14498,69044,1705818161255878302,个人账户2388,2019-01-01 02:42:00,ATM取款
1,131,69175,5060643256327401206,对公账户4336,2019-01-01 10:39:21,理财产品支出
2,22171,91346,2170454182021032726,个人账户5256,2019-01-01 19:17:45,代扣
3,97,91443,3234636574803125518,个人账户4841,2019-01-01 19:32:52,还款
4,4984,96427,2336083851067511747,个人账户8714,2019-01-01 23:49:55,理财产品支出
5,4,96431,5428507888503517183,个人账户6481,2019-01-02 01:31:26,理财产品支出
6,8,96439,5371270530174284624,个人账户3120,2019-01-02 05:09:36,ATM取款
7,3994,100433,8182608754671257877,对公账户2552,2019-01-02 13:30:43,还款
8,2727,103160,7384812601877568545,个人账户7552,2019-01-02 14:31:12,还款
9,8,103168,4435873553164166751,对公账户2712,2019-01-02 17:13:12,ATM取款
10,4881,108049,6526386766103684323,个人账户5468,2019-01-02 21:21:36,ATM取款
11,9090,117139,4628127456536286746,个人账户7502,2019-01-03 08:52:48,ATM取款
12,42,117181,7225442486051870385,对公账户3745,2019-01-03 12:43:55,理财产品支出
13,59,117240,7642126487284100065,个人账户1517,2019-01-03 13:20:38,ATM取款
