,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,1756,38574,6130340126202866247,个人账户1758,2019-01-01 01:06:57,代扣
1,3140,41714,7237858333123538843,个人账户5616,2019-01-01 10:50:09,还款
2,35,41749,3121581147734832125,个人账户7253,2019-01-01 13:01:55,ATM取款
3,1405,43154,4782572380851461116,对公账户6884,2019-01-01 16:35:45,还款
4,12,43166,4047787756075014648,对公账户2723,2019-01-01 17:44:52,代扣
5,746,43912,4782572380851461116,对公账户6884,2019-01-01 23:30:28,代扣
6,90,44002,2837878456130245682,对公账户0632,2019-01-02 01:46:33,ATM取款
7,1389,45391,3533867248272723243,个人账户6235,2019-01-02 13:54:28,还款
8,41,45432,8587462542344436585,个人账户8258,2019-01-02 22:39:21,代扣
9,62,45494,1050128862471677173,个人账户2362,2019-01-02 23:00:57,还款
10,53,45547,5060643256327401206,对公账户4336,2019-01-03 02:52:04,代扣
11,4,45551,2336083851067511747,个人账户8714,2019-01-03 06:28:04,代扣
12,26845,72396,6078771087330822224,对公账户5018,2019-01-03 11:17:31,理财产品支出
13,2740,75136,4665105312016856251,个人账户4357,2019-01-03 16:35:02,还款
14,10,75146,2837878456130245682,对公账户0632,2019-01-03 21:56:52,代扣
