,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,24,85691,7685712410855030070,对公账户8267,2019-01-01 01:04:48,转账
1,-9648,76043,3800764168318458421,某网商银行0571,2019-01-01 02:57:07,代扣
2,445,76488,7312528263071167660,对公账户6375,2019-01-01 04:40:48,转账
3,4,76492,5150723151171825138,对公账户0275,2019-01-01 09:21:36,转账
4,-48,76444,5223418737066745114,线下商家6784,2019-01-01 10:52:19,消费
5,-99,76345,5846180665052077031,快捷支付单位6576,2019-01-01 15:24:28,消费
6,-4240,72105,3738312478651667083,中国建设银行分行4380,2019-01-01 16:33:36,理财产品支出
7,184,72289,8258687417877216408,个人账户3860,2019-01-01 16:37:55,转账
8,-127,72162,2332854227741740736,对公账户0835,2019-01-01 20:59:16,转账
9,-681,71481,7225153334483261734,对公账户5862,2019-01-01 22:36:28,转账
10,-60,71421,8301021725187525637,中国工商银行1384,2019-01-01 23:41:16,理财产品支出
11,1425,72846,6068723276816226480,个人账户2847,2019-01-01 23:43:26,转账
12,-71,72775,4665105312016856251,个人账户4357,2019-01-02 01:16:19,转账
13,-8509,64266,8350042030684524237,快捷支付单位8280,2019-01-02 02:08:09,消费
14,41,64307,5060643256327401206,对公账户4336,2019-01-02 03:41:02,转账
15,-7657,56650,1484182021666727521,对公账户0116,2019-01-02 05:29:02,转账
16,-32,56618,6454055036873508841,快捷支付单位8283,2019-01-02 05:50:38,消费
17,-27,56591,7467724406157863363,快捷支付单位4565,2019-01-02 10:16:19,消费
18,-781,55810,1136267018324701174,某网商银行4836,2019-01-02 11:06:00,理财产品支出
19,-216,55594,5150723151171825138,对公账户0275,2019-01-02 11:23:16,转账
20,87,55681,2778508366477637267,个人账户0488,2019-01-02 16:19:12,转账
21,-7,55674,8178088736330476642,农业银行分行4644,2019-01-02 20:42:43,代扣
22,-38760,16914,4381258224744041582,对公账户1312,2019-01-02 22:32:52,转账
23,-1074,15840,2778508366477637267,个人账户0488,2019-01-02 23:22:33,转账
24,133,15973,4171280767631541757,对公账户5201,2019-01-02 23:37:40,转账
25,-4409,11564,7642126487284100065,个人账户1517,2019-01-02 23:42:00,转账
26,100,11664,2700266110320162302,对公账户6131,2019-01-03 00:25:12,转账
27,-93,11571,1136267018324701174,某网商银行4836,2019-01-03 04:48:43,还款
28,21,11592,2336083851067511747,个人账户8714,2019-01-03 07:26:24,转账
29,-1418,10174,6303846313065474146,中国银行分行6470,2019-01-03 09:57:36,理财产品支出
30,3,10177,3688081428617737488,对公账户8535,2019-01-03 12:09:21,转账
31,-546,9631,2760530232530051310,个人账户4135,2019-01-03 15:15:07,转账
32,14,9645,3685006327343825328,个人账户3714,2019-01-03 16:26:24,转账
33,-2282,7363,4435873553164166751,对公账户2712,2019-01-03 17:29:02,转账
34,4,7367,4362675418142658807,对公账户6757,2019-01-03 18:42:28,转账
35,40,7407,6726525773288842824,个人账户3726,2019-01-03 20:36:57,转账
36,94,7501,8182608754671257877,对公账户2552,2019-01-03 20:47:45,转账
37,-277,7224,1484182021666727521,对公账户0116,2019-01-03 22:29:16,转账
38,12,7236,7868886002236450477,个人账户5467,2019-01-03 22:37:55,转账
