,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,177,88535,4634746801720120164,对公账户4863,2019-01-01 01:54:28,消费
1,33,88568,7237858333123538843,个人账户5616,2019-01-01 03:18:43,消费
2,74,88642,1758211032370816214,个人账户7228,2019-01-01 06:24:28,消费
3,284,88926,8587462542344436585,个人账户8258,2019-01-01 13:14:52,消费
4,2158,91084,7611642317557366550,对公账户3384,2019-01-02 06:23:02,消费
5,4,91088,3706217347735653014,个人账户7844,2019-01-03 04:27:07,消费
6,31,91119,4674613568681873473,对公账户2374,2019-01-03 05:25:26,消费
7,36509,127628,3536511800076085472,个人账户0632,2019-01-03 10:34:19,消费
8,2517,130145,6130340126202866247,个人账户1758,2019-01-03 11:26:09,消费
9,17,130162,3536511800076085472,个人账户0632,2019-01-03 19:30:00,消费
10,76,130238,4435873553164166751,对公账户2712,2019-01-03 21:20:09,消费
11,3127,133365,7056135884560382775,对公账户7416,2019-01-03 21:59:02,消费
