,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-14498,49312,7166608104856232428,中国工商银行1772,2019-01-01 02:42:00,ATM取款
1,-2793,46519,3787688607261252746,中国建设银行分行6722,2019-01-01 08:55:40,ATM取款
2,-1,46518,1838226660318221462,财付通7103,2019-01-01 09:28:04,消费
3,29,46547,5060643256327401206,对公账户4336,2019-01-01 09:43:12,转账
4,-1376,45171,5088273664510725035,个人账户7833,2019-01-01 10:17:45,转账
5,42,45213,4234554074182733101,对公账户8620,2019-01-01 11:13:55,转账
6,791,46004,5344646535183141482,个人账户2514,2019-01-01 12:05:45,转账
7,2,46006,7056135884560382775,对公账户7416,2019-01-01 15:00:43,转账
8,21,46027,7225153334483261734,对公账户5862,2019-01-01 16:50:52,转账
9,-39627,6400,7222882410282475265,对公账户2556,2019-01-01 17:10:19,转账
10,-25,6375,2206655342651060825,农业银行分行7313,2019-01-01 18:08:38,代扣
11,-413,5962,4665105312016856251,个人账户4357,2019-01-01 22:58:04,转账
12,-2560,3402,1634184723026836286,个人账户6512,2019-01-01 23:06:43,转账
13,-41,3361,3126173853772234740,线下商家1550,2019-01-02 07:08:24,消费
14,-44,3317,3800764168318458421,某网商银行0571,2019-01-02 10:09:50,代扣
15,2,3319,6827410807645701524,对公账户4277,2019-01-02 10:22:48,转账
16,585,3904,5344646535183141482,个人账户2514,2019-01-02 12:41:02,转账
17,13,3917,5428507888503517183,个人账户6481,2019-01-02 19:27:07,转账
18,-24,3893,4682740414032853753,中国工商银行5655,2019-01-02 21:54:00,ATM取款
19,2927,6820,4848238248201008656,对公账户3556,2019-01-02 23:31:12,转账
20,1,6821,7556448258887488431,个人账户2051,2019-01-03 00:40:19,转账
21,-22,6799,4442700637104458574,中国建设银行分行7120,2019-01-03 04:44:24,还款
22,977,7776,7370313177143858417,对公账户0855,2019-01-03 05:29:45,转账
23,2405,10181,1484182021666727521,对公账户0116,2019-01-03 07:09:07,转账
24,27,10208,2231186114807048470,对公账户3781,2019-01-03 08:37:40,转账
25,-92,10116,4514767717665430584,某网商银行6332,2019-01-03 10:04:04,理财产品支出
26,-6,10110,3533867248272723243,个人账户6235,2019-01-03 10:40:48,转账
27,-39,10071,2638311523036810504,个人账户8606,2019-01-03 11:32:38,转账
28,-245,9826,8178088736330476642,农业银行分行4644,2019-01-03 15:30:14,还款
29,-47,9779,1076028254852115216,对公账户2280,2019-01-03 15:36:43,转账
30,-23,9756,3257782106426602161,中国银行分行6111,2019-01-03 15:38:52,理财产品支出
31,592,10348,1076028254852115216,对公账户2280,2019-01-03 17:07:26,转账
32,-29,10319,5846180665052077031,快捷支付单位6576,2019-01-03 17:09:36,消费
33,-84,10235,6321884201064420254,个人账户4441,2019-01-03 21:22:19,转账
