,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,727,6642,4506452052874828283,个人账户3627,2019-01-01 02:48:28,转账
1,-41,6601,1217145436004104215,中国银行分行7385,2019-01-01 02:54:57,理财产品支出
2,-5,6596,3756113146265867023,中国工商银行7227,2019-01-01 03:07:55,ATM取款
3,13,6609,8448854470861604367,个人账户0866,2019-01-01 05:17:31,转账
4,-77,6532,1466482728151605388,个人账户1240,2019-01-01 12:33:50,转账
5,-72,6460,5846180665052077031,快捷支付单位6576,2019-01-01 20:31:12,消费
6,-67,6393,5088273664510725035,个人账户7833,2019-01-01 20:54:57,转账
7,2587,8980,5428507888503517183,个人账户6481,2019-01-01 22:47:16,转账
8,413,9393,1705818161255878302,个人账户2388,2019-01-01 22:58:04,转账
9,71,9464,1501825731003322724,个人账户5247,2019-01-02 01:16:19,转账
10,153,9617,7312528263071167660,对公账户6375,2019-01-02 02:23:16,转账
11,-1249,8368,6321884201064420254,个人账户4441,2019-01-02 02:25:26,转账
12,-744,7624,8085311630662130773,中国建设银行分行4762,2019-01-02 06:31:40,代扣
13,-24,7600,2047368222647701403,快捷支付单位2755,2019-01-02 09:28:48,消费
14,-69,7531,8350042030684524237,快捷支付单位8280,2019-01-02 12:32:24,消费
15,326,7857,7868886002236450477,个人账户5467,2019-01-02 14:37:40,转账
16,-271,7586,5105620285780572412,个人账户2147,2019-01-02 17:56:24,转账
17,-97,7489,1262568613806626344,中国工商银行2106,2019-01-02 18:00:43,代扣
18,21,7510,8036183840310007715,个人账户6327,2019-01-02 18:43:55,转账
19,-482,7028,1804351052733487701,个人账户1768,2019-01-02 19:01:12,转账
20,45,7073,7384812601877568545,个人账户7552,2019-01-02 19:14:09,转账
21,-99,6974,7420417414035838233,个人账户4560,2019-01-02 19:40:04,转账
22,132,7106,8448854470861604367,个人账户0866,2019-01-02 21:28:04,转账
23,-14,7092,2231186114807048470,对公账户3781,2019-01-02 22:52:19,转账
24,-65,7027,3800764168318458421,某网商银行0571,2019-01-03 01:06:14,理财产品支出
25,-26,7001,8587462542344436585,个人账户8258,2019-01-03 03:39:36,转账
26,-295,6706,3685006327343825328,个人账户3714,2019-01-03 11:11:02,转账
27,-2740,3966,5546202277413716477,某网商银行2661,2019-01-03 16:35:02,还款
28,5210,9176,8208084885872523311,对公账户5500,2019-01-03 21:02:52,转账
29,-150,9026,6526386766103684323,个人账户5468,2019-01-03 21:05:02,转账
