,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,9762,50922,2336083851067511747,个人账户8714,2019-01-01 01:58:48,代扣
1,47,50969,8173448813031303082,个人账户4500,2019-01-01 06:50:24,理财产品支出
2,33,51002,4848238248201008656,对公账户3556,2019-01-01 10:30:43,还款
3,24889,75891,2336083851067511747,个人账户8714,2019-01-01 19:35:02,代扣
4,565,76456,4628127456536286746,个人账户7502,2019-01-02 13:09:07,ATM取款
5,21,76477,1484182021666727521,对公账户0116,2019-01-02 16:49:26,还款
6,21,76498,4853765012230888136,个人账户1066,2019-01-02 21:00:00,还款
7,17721,94219,2662285435774616353,个人账户0511,2019-01-02 23:16:04,ATM取款
8,66,94285,5371270530174284624,个人账户3120,2019-01-03 04:50:52,理财产品支出
9,190,94475,4036051052673206846,个人账户2885,2019-01-03 20:02:24,还款
