,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-16,68214,1205522546650837872,快捷支付单位5303,2019-01-01 01:13:26,消费
1,-80,68134,4682740414032853753,中国工商银行5655,2019-01-01 03:40:19,理财产品支出
2,-154,67980,3800764168318458421,某网商银行0571,2019-01-01 05:24:00,代扣
3,-31,67949,4234554074182733101,对公账户8620,2019-01-01 06:07:12,转账
4,94,68043,4506452052874828283,个人账户3627,2019-01-01 10:11:16,转账
5,-43,68000,4036051052673206846,个人账户2885,2019-01-01 12:48:57,转账
6,40104,108104,8473580406358421624,对公账户1408,2019-01-01 14:19:40,转账
7,25638,133742,3234636574803125518,个人账户4841,2019-01-01 18:41:02,转账
8,1269,135011,4530117075736517838,对公账户4708,2019-01-01 20:24:43,转账
9,-2637,132374,7237858333123538843,个人账户5616,2019-01-02 06:27:21,转账
10,22,132396,5344646535183141482,个人账户2514,2019-01-02 08:08:52,转账
11,-72,132324,2662285435774616353,个人账户0511,2019-01-02 08:19:40,转账
12,5615,137939,7056135884560382775,对公账户7416,2019-01-02 09:52:33,转账
13,-3737,134202,6130340126202866247,个人账户1758,2019-01-02 12:12:57,转账
14,48,134250,8263673451534275228,对公账户2757,2019-01-02 12:28:04,转账
15,1912,136162,3574608026857801237,对公账户8882,2019-01-02 16:51:36,转账
16,-44,136118,4171080121464248175,中国工商银行5254,2019-01-03 03:37:26,还款
17,-235,135883,6327674263845884648,农业银行分行6738,2019-01-03 04:40:04,还款
18,-31,135852,1674354313052332811,线下商家0326,2019-01-03 05:25:26,消费
19,20,135872,2638311523036810504,个人账户8606,2019-01-03 07:02:38,转账
20,344,136216,6130340126202866247,个人账户1758,2019-01-03 08:44:09,转账
21,-41,136175,8671653363102206500,快捷支付单位4750,2019-01-03 09:31:40,消费
22,-96,136079,8671653363102206500,快捷支付单位4750,2019-01-03 11:28:19,消费
23,-21,136058,8227605208457832077,线下商家6153,2019-01-03 11:47:45,消费
24,60,136118,1466482728151605388,个人账户1240,2019-01-03 13:12:00,转账
25,23,136141,6827410807645701524,对公账户4277,2019-01-03 14:21:07,转账
26,-14556,121585,4171080121464248175,中国工商银行5254,2019-01-03 15:12:57,还款
