,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,188,78960,5117621085704712025,个人账户5654,2019-01-01 01:09:07,ATM取款
1,9592,88552,8847170631713867123,对公账户2852,2019-01-01 01:35:02,ATM取款
2,57,88609,4036051052673206846,个人账户2885,2019-01-01 02:09:36,代扣
3,7,88616,5060643256327401206,对公账户4336,2019-01-01 04:38:38,理财产品支出
4,44,88660,7642126487284100065,个人账户1517,2019-01-01 06:15:50,代扣
5,90,88750,4171280767631541757,对公账户5201,2019-01-01 12:23:02,理财产品支出
6,23,88773,7611642317557366550,对公账户3384,2019-01-02 00:50:24,还款
7,336,89109,2842265488874277676,个人账户1108,2019-01-02 07:45:07,还款
8,608,89717,5428507888503517183,个人账户6481,2019-01-02 08:32:38,还款
9,46,89763,1804351052733487701,个人账户1768,2019-01-03 02:24:00,代扣
10,1113,90876,7420417414035838233,个人账户4560,2019-01-03 20:45:36,理财产品支出
