,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-1540,4244,2206655342651060825,农业银行分行7313,2019-01-01 03:57:36,ATM取款
1,-74,4170,1674354313052332811,线下商家0326,2019-01-01 06:24:28,消费
2,-1635,2535,7056135884560382775,对公账户7416,2019-01-01 06:30:57,转账
3,-50,2485,6206436620333337022,线下商家1533,2019-01-01 07:16:19,消费
4,-73,2412,2841263322211007766,某第三方支付平台6036,2019-01-01 07:50:52,消费
5,4,2416,3574608026857801237,对公账户8882,2019-01-01 11:05:16,转账
6,-9,2407,7222882410282475265,对公账户2556,2019-01-01 20:18:14,转账
7,-1,2406,7752563228176111804,对公账户7227,2019-01-01 23:00:14,转账
8,83,2489,7827205622842583108,对公账户2732,2019-01-02 05:37:40,转账
9,-416,2073,1634184723026836286,个人账户6512,2019-01-02 11:14:38,转账
10,40,2113,6078771087330822224,对公账户5018,2019-01-02 11:57:50,转账
11,-1339,774,8263673451534275228,对公账户2757,2019-01-02 20:14:38,转账
12,-79,695,2842265488874277676,个人账户1108,2019-01-03 00:44:38,转账
13,263,958,1361010721605712738,对公账户2776,2019-01-03 02:26:09,转账
14,-119,839,7685712410855030070,对公账户8267,2019-01-03 05:57:50,转账
15,-34,805,2170454182021032726,个人账户5256,2019-01-03 11:36:57,转账
16,-10,795,4853765012230888136,个人账户1066,2019-01-03 13:53:02,转账
17,-773,22,6130340126202866247,个人账户1758,2019-01-03 17:54:57,转账
18,40,62,7237858333123538843,个人账户5616,2019-01-03 23:10:19,转账
