,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,3,37837,2778508366477637267,个人账户0488,2019-01-01 23:26:09,消费
1,75,37912,4424313822765527173,个人账户2565,2019-01-02 05:39:50,消费
2,32,37944,1501825731003322724,个人账户5247,2019-01-02 05:50:38,消费
3,63,38007,7868886002236450477,个人账户5467,2019-01-02 08:34:48,消费
4,1041,39048,4634746801720120164,对公账户4863,2019-01-02 21:51:50,消费
5,12,39060,8448854470861604367,个人账户0866,2019-01-03 02:39:07,消费
6,39,39099,4047787756075014648,对公账户2723,2019-01-03 04:31:26,消费
7,8247,47346,4435873553164166751,对公账户2712,2019-01-03 08:24:43,消费
8,13,47359,4782572380851461116,对公账户6884,2019-01-03 09:53:16,消费
9,897,48256,3533867248272723243,个人账户6235,2019-01-03 10:53:45,消费
10,78,48334,5371270530174284624,个人账户3120,2019-01-03 15:10:48,消费
11,487,48821,5371270530174284624,个人账户3120,2019-01-03 17:13:55,消费
