,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,24,21899,1076028254852115216,对公账户2280,2019-01-01 00:43:12,转账
1,-63,21836,6726525773288842824,个人账户3726,2019-01-01 02:26:52,转账
2,217,22053,7685712410855030070,对公账户8267,2019-01-01 06:37:26,转账
3,-37,22016,2332854227741740736,对公账户0835,2019-01-01 08:01:40,转账
4,-8577,13439,8532288672720348587,中国银行分行2320,2019-01-01 13:06:14,代扣
5,1807,15246,7752563228176111804,对公账户7227,2019-01-01 15:05:02,转账
6,48,15294,2170454182021032726,个人账户5256,2019-01-01 15:18:00,转账
7,34,15328,4435873553164166751,对公账户2712,2019-01-01 16:07:40,转账
8,34,15362,2830457671667676231,对公账户3666,2019-01-01 20:03:07,转账
9,7396,22758,3574608026857801237,对公账户8882,2019-01-01 23:39:07,转账
10,-5841,16917,8057411436064271128,中国建设银行分行8016,2019-01-01 23:45:36,还款
11,-30,16887,1361010721605712738,对公账户2776,2019-01-02 03:06:28,转账
12,-792,16095,7370313177143858417,对公账户0855,2019-01-02 04:50:09,转账
13,-8,16087,7540852710825640831,中国建设银行分行3778,2019-01-02 05:59:16,ATM取款
14,364,16451,7056135884560382775,对公账户7416,2019-01-02 06:05:45,转账
15,8814,25265,4424313822765527173,个人账户2565,2019-01-02 06:29:31,转账
16,-67,25198,6114424552522410738,财付通0253,2019-01-02 13:19:55,消费
17,162,25360,2170454182021032726,个人账户5256,2019-01-02 14:24:43,转账
18,-13625,11735,5428507888503517183,个人账户6481,2019-01-02 14:26:52,转账
19,36,11771,8263673451534275228,对公账户2757,2019-01-02 14:33:21,转账
20,-95,11676,2842265488874277676,个人账户1108,2019-01-02 21:10:48,转账
21,-1087,10589,8847170631713867123,对公账户2852,2019-01-02 21:45:21,转账
22,38760,49349,1501825731003322724,个人账户5247,2019-01-02 22:32:52,转账
23,-81,49268,4424313822765527173,个人账户2565,2019-01-03 01:04:04,转账
24,-50,49218,4047787756075014648,对公账户2723,2019-01-03 01:23:31,转账
25,8836,58054,4853765012230888136,个人账户1066,2019-01-03 02:00:14,转账
26,2867,60921,1076028254852115216,对公账户2280,2019-01-03 02:19:40,转账
27,-16956,43965,3121581147734832125,个人账户7253,2019-01-03 04:35:45,转账
28,-6,43959,7162167505781386105,个人账户2075,2019-01-03 05:49:12,转账
29,9406,53365,3121581147734832125,个人账户7253,2019-01-03 07:32:52,转账
30,-15,53350,6827410807645701524,对公账户4277,2019-01-03 08:13:55,转账
31,-11,53339,4485556446540685720,快捷支付单位3552,2019-01-03 08:39:50,消费
32,5080,58419,5088273664510725035,个人账户7833,2019-01-03 10:30:00,转账
33,388,58807,7685712410855030070,对公账户8267,2019-01-03 14:12:28,转账
34,-669,58138,7556448258887488431,个人账户2051,2019-01-03 14:18:57,转账
35,-19665,38473,8448854470861604367,个人账户0866,2019-01-03 15:58:19,转账
36,-968,37505,8473580406358421624,对公账户1408,2019-01-03 17:31:12,转账
37,-11,37494,2017332063575106653,中国银行分行3130,2019-01-03 18:07:55,还款
38,-1703,35791,2166475400823686404,线下商家1437,2019-01-03 18:14:24,消费
39,-283,35508,5105620285780572412,个人账户2147,2019-01-03 19:45:07,转账
40,2,35510,2170454182021032726,个人账户5256,2019-01-03 20:13:12,转账
41,-397,35113,2760530232530051310,个人账户4135,2019-01-03 20:56:24,转账
42,-46,35067,5428507888503517183,个人账户6481,2019-01-03 21:15:50,转账
43,30,35097,1634184723026836286,个人账户6512,2019-01-03 21:37:26,转账
44,4355,39452,7642126487284100065,个人账户1517,2019-01-03 23:06:00,转账
