,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,244,28438,1466482728151605388,个人账户1240,2019-01-01 03:31:40,理财产品支出
1,296,28734,5088273664510725035,个人账户7833,2019-01-01 08:06:00,还款
2,15,28749,4171280767631541757,对公账户5201,2019-01-01 21:31:40,还款
3,17,28766,4782572380851461116,对公账户6884,2019-01-01 23:52:04,理财产品支出
4,96,28862,4362675418142658807,对公账户6757,2019-01-02 00:54:43,代扣
5,2513,31375,8173448813031303082,个人账户4500,2019-01-02 01:09:50,代扣
6,434,31809,1705662173201283036,个人账户6330,2019-01-02 03:38:52,代扣
7,38,31847,7237858333123538843,个人账户5616,2019-01-02 04:52:19,理财产品支出
8,8,31855,4381258224744041582,对公账户1312,2019-01-02 05:59:16,ATM取款
9,3474,35329,3234636574803125518,个人账户4841,2019-01-02 20:47:02,ATM取款
10,10,35339,8036183840310007715,个人账户6327,2019-01-02 21:25:55,代扣
11,39,35378,3685006327343825328,个人账户3714,2019-01-02 23:54:57,还款
12,2309,37687,6726525773288842824,个人账户3726,2019-01-03 01:08:24,还款
13,9,37696,2700266110320162302,对公账户6131,2019-01-03 08:18:14,代扣
14,40,37736,1050128862471677173,个人账户2362,2019-01-03 08:50:38,ATM取款
15,294,38030,4033802824215865105,对公账户0715,2019-01-03 12:35:16,代扣
16,275,38305,4530117075736517838,对公账户4708,2019-01-03 20:17:31,代扣
17,41,38346,7237858333123538843,个人账户5616,2019-01-03 22:27:07,ATM取款
