,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-134,92351,1484617434708470227,中国工商银行6453,2019-01-01 01:22:04,ATM取款
1,-329,92022,7056135884560382775,对公账户7416,2019-01-01 11:16:04,转账
2,-2333,89689,3040860326164267010,对公账户7171,2019-01-01 13:55:55,转账
3,-27,89662,3788455575676646137,个人账户0720,2019-01-01 15:13:40,转账
4,-15,89647,7417268220637406377,对公账户6772,2019-01-01 16:57:21,转账
5,39627,129274,1705818161255878302,个人账户2388,2019-01-01 17:10:19,转账
6,-7,129267,8208084885872523311,对公账户5500,2019-01-01 18:54:00,转账
7,9,129276,1758211032370816214,个人账户7228,2019-01-01 20:18:14,转账
8,-3063,126213,3121581147734832125,个人账户7253,2019-01-02 02:12:28,转账
9,41,126254,2170454182021032726,个人账户5256,2019-01-02 07:58:04,转账
10,-2646,123608,3678008771040618217,中国银行分行4800,2019-01-02 14:22:33,还款
11,-4808,118800,3788455575676646137,个人账户0720,2019-01-02 14:29:02,转账
12,228,119028,1484182021666727521,对公账户0116,2019-01-02 15:25:12,转账
13,-3764,115264,3574608026857801237,对公账户8882,2019-01-02 22:06:57,转账
14,7,115271,2837878456130245682,对公账户0632,2019-01-03 09:46:48,转账
15,-100,115171,7024736442168547171,线下商家4516,2019-01-03 15:08:38,消费
16,2312,117483,7611642317557366550,对公账户3384,2019-01-03 15:34:33,转账
17,355,117838,7237858333123538843,个人账户5616,2019-01-03 17:05:16,转账
