,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,97,22211,8473580406358421624,对公账户1408,2019-01-01 08:18:57,ATM取款
1,77,22288,1466482728151605388,个人账户1240,2019-01-01 20:16:04,还款
2,12,22300,4506452052874828283,个人账户3627,2019-01-02 04:30:43,理财产品支出
3,39325,61625,6130340126202866247,个人账户1758,2019-01-02 05:52:48,还款
4,272,61897,7476510200888863583,个人账户3177,2019-01-02 18:26:38,理财产品支出
5,89,61986,2778508366477637267,个人账户0488,2019-01-02 20:03:50,代扣
6,315,62301,5060643256327401206,对公账户4336,2019-01-02 21:08:38,代扣
7,4280,66581,8208084885872523311,对公账户5500,2019-01-03 01:45:07,还款
8,17,66598,6321884201064420254,个人账户4441,2019-01-03 05:51:21,理财产品支出
9,17,66615,3574608026857801237,对公账户8882,2019-01-03 11:58:33,理财产品支出
10,10,66625,2760530232530051310,个人账户4135,2019-01-03 21:50:24,代扣
