,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-57,16060,5383528081461543632,中国银行分行7120,2019-01-01 02:09:36,代扣
1,-8388,7672,1217145436004104215,中国银行分行7385,2019-01-01 03:12:14,理财产品支出
2,15055,22727,3706217347735653014,个人账户7844,2019-01-01 04:19:12,转账
3,4292,27019,1466482728151605388,个人账户1240,2019-01-01 08:57:50,转账
4,-4627,22392,6827410807645701524,对公账户4277,2019-01-01 09:17:16,转账
5,-90,22302,2837878456130245682,对公账户0632,2019-01-01 11:59:16,转账
6,43,22345,4674613568681873473,对公账户2374,2019-01-01 12:48:57,转账
7,-83,22262,4234554074182733101,对公账户8620,2019-01-01 14:54:14,转账
8,-257,22005,2760530232530051310,个人账户4135,2019-01-01 14:58:33,转账
9,1412,23417,4628127456536286746,个人账户7502,2019-01-01 16:03:21,转账
10,18,23435,4853765012230888136,个人账户1066,2019-01-01 17:06:00,转账
11,-2508,20927,8671653363102206500,快捷支付单位4750,2019-01-01 17:34:04,消费
12,98,21025,8208084885872523311,对公账户5500,2019-01-02 00:18:00,转账
13,16,21041,3706217347735653014,个人账户7844,2019-01-02 03:43:12,转账
14,-6178,14863,7642126487284100065,个人账户1517,2019-01-02 03:49:40,转账
15,-627,14236,5223418737066745114,线下商家6784,2019-01-02 09:18:00,消费
16,397,14633,2336083851067511747,个人账户8714,2019-01-02 10:37:55,转账
17,-7163,7470,4514767717665430584,某网商银行6332,2019-01-02 12:06:28,ATM取款
18,-135,7335,4634746801720120164,对公账户4863,2019-01-02 12:23:45,转账
19,-497,6838,2017332063575106653,中国银行分行3130,2019-01-02 17:21:50,还款
20,3799,10637,3574608026857801237,对公账户8882,2019-01-02 17:52:04,转账
21,-132,10505,1634184723026836286,个人账户6512,2019-01-02 22:22:04,转账
22,-839,9666,3787688607261252746,中国建设银行分行6722,2019-01-03 00:27:21,理财产品支出
23,-65,9601,1484617434708470227,中国工商银行6453,2019-01-03 01:40:48,ATM取款
24,-16,9585,4478783651812178522,中国工商银行8052,2019-01-03 02:11:02,ATM取款
25,1553,11138,2170454182021032726,个人账户5256,2019-01-03 03:00:43,转账
26,-155,10983,8847170631713867123,对公账户2852,2019-01-03 03:48:14,转账
27,42,11025,3533867248272723243,个人账户6235,2019-01-03 04:01:12,转账
28,-26,10999,8182608754671257877,对公账户2552,2019-01-03 04:59:31,转账
29,-1741,9258,2662285435774616353,个人账户0511,2019-01-03 06:56:09,转账
30,9719,18977,7370313177143858417,对公账户0855,2019-01-03 07:28:33,转账
31,-932,18045,6750482847505262117,农业银行分行3580,2019-01-03 07:45:50,代扣
32,-36,18009,4817722340014540284,中国银行分行3547,2019-01-03 13:33:36,代扣
33,-434,17575,8208084885872523311,对公账户5500,2019-01-03 15:49:40,转账
34,-2223,15352,1241555182010681232,中国工商银行4210,2019-01-03 19:19:12,理财产品支出
35,-190,15162,8231873671372281653,农业银行分行2785,2019-01-03 20:02:24,还款
36,-30,15132,5105620285780572412,个人账户2147,2019-01-03 20:30:28,转账
37,-737,14395,1705662173201283036,个人账户6330,2019-01-03 23:27:36,转账
