,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,10,11731,3121581147734832125,个人账户7253,2019-01-01 02:24:43,消费
1,11995,23726,4530117075736517838,对公账户4708,2019-01-01 17:16:48,消费
2,4002,27728,7162167505781386105,个人账户2075,2019-01-01 20:20:24,消费
3,241,27969,5105620285780572412,个人账户2147,2019-01-02 02:31:55,消费
4,6,27975,7752563228176111804,对公账户7227,2019-01-02 14:39:50,消费
5,77,28052,6526386766103684323,个人账户5468,2019-01-02 18:46:04,消费
6,264,28316,7556448258887488431,个人账户2051,2019-01-02 20:21:07,消费
7,549,28865,7417268220637406377,对公账户6772,2019-01-03 02:36:57,消费
8,100,28965,7222882410282475265,对公账户2556,2019-01-03 15:08:38,消费
9,4152,33117,3788455575676646137,个人账户0720,2019-01-03 16:30:43,消费
10,4829,37946,7476510200888863583,个人账户3177,2019-01-03 18:27:21,消费
11,11582,49528,7827205622842583108,对公账户2732,2019-01-03 20:26:09,消费
