,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,16,56724,4674613568681873473,对公账户2374,2019-01-01 01:13:26,消费
1,3,56727,8173448813031303082,个人账户4500,2019-01-01 02:50:38,消费
2,618,57345,8258687417877216408,个人账户3860,2019-01-01 15:59:02,消费
3,76,57421,2336083851067511747,个人账户8714,2019-01-02 07:21:21,消费
4,27,57448,7370313177143858417,对公账户0855,2019-01-02 09:41:45,消费
5,48819,106267,3685006327343825328,个人账户3714,2019-01-02 12:43:12,消费
6,47,106314,7370313177143858417,对公账户0855,2019-01-02 16:04:04,消费
7,43,106357,8173448813031303082,个人账户4500,2019-01-02 17:43:26,消费
8,62,106419,8473580406358421624,对公账户1408,2019-01-02 19:48:43,消费
9,22,106441,7056135884560382775,对公账户7416,2019-01-02 20:27:36,消费
10,23,106464,2638311523036810504,个人账户8606,2019-01-03 02:02:24,消费
11,31,106495,2830457671667676231,对公账户3666,2019-01-03 14:57:50,消费
12,2111,108606,8847170631713867123,对公账户2852,2019-01-03 17:26:52,消费
13,127,108733,6130340126202866247,个人账户1758,2019-01-03 19:27:50,消费
14,741,109474,8258687417877216408,个人账户3860,2019-01-03 20:34:48,消费
15,3234,112708,5088273664510725035,个人账户7833,2019-01-03 23:42:43,消费
