,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,3,87578,5150723151171825138,对公账户0275,2019-01-01 02:59:16,消费
1,1360,88938,6078771087330822224,对公账户5018,2019-01-01 07:05:31,消费
2,2448,91386,2837878456130245682,对公账户0632,2019-01-01 10:15:36,消费
3,20479,111865,8208084885872523311,对公账户5500,2019-01-02 03:23:45,消费
4,32,111897,3788455575676646137,个人账户0720,2019-01-02 04:45:50,消费
5,2278,114175,7476510200888863583,个人账户3177,2019-01-02 07:23:31,消费
6,656,114831,4362675418142658807,对公账户6757,2019-01-02 08:47:45,消费
7,86,114917,7162167505781386105,个人账户2075,2019-01-02 14:50:38,消费
8,72,114989,8847170631713867123,对公账户2852,2019-01-02 16:06:14,消费
9,55,115044,2638311523036810504,个人账户8606,2019-01-02 19:20:38,消费
10,96,115140,4171280767631541757,对公账户5201,2019-01-02 22:45:50,消费
