,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,1848,21629,8847170631713867123,对公账户2852,2019-01-01 18:43:12,ATM取款
1,14,21643,2638311523036810504,个人账户8606,2019-01-01 19:56:38,代扣
2,34,21677,6726525773288842824,个人账户3726,2019-01-02 02:14:38,代扣
3,2391,24068,7370313177143858417,对公账户0855,2019-01-02 06:10:04,理财产品支出
4,2646,26714,7222882410282475265,对公账户2556,2019-01-02 14:22:33,还款
5,1796,28510,7611642317557366550,对公账户3384,2019-01-02 15:16:33,ATM取款
6,54,28564,2170454182021032726,个人账户5256,2019-01-02 15:29:31,还款
7,692,29256,2638311523036810504,个人账户8606,2019-01-02 17:30:28,理财产品支出
8,5795,35051,2700266110320162302,对公账户6131,2019-01-02 21:58:19,ATM取款
9,3627,38678,1076028254852115216,对公账户2280,2019-01-03 04:33:36,理财产品支出
10,2509,41187,2842265488874277676,个人账户1108,2019-01-03 13:07:40,ATM取款
