,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,2084,91003,1634184723026836286,个人账户6512,2019-01-01 14:32:38,理财产品支出
1,190,91193,8182608754671257877,对公账户2552,2019-01-01 14:56:24,ATM取款
2,56,91249,6827410807645701524,对公账户4277,2019-01-01 17:03:50,理财产品支出
3,803,92052,8532356116011623885,个人账户3225,2019-01-01 18:58:19,还款
4,248,92300,4782572380851461116,对公账户6884,2019-01-02 04:43:40,还款
5,2,92302,3121581147734832125,个人账户7253,2019-01-02 09:05:02,ATM取款
6,603,92905,3536511800076085472,个人账户0632,2019-01-02 09:46:04,理财产品支出
7,23,92928,1634184723026836286,个人账户6512,2019-01-02 15:44:38,代扣
8,789,93717,8448854470861604367,个人账户0866,2019-01-02 22:04:48,理财产品支出
9,24,93741,8173448813031303082,个人账户4500,2019-01-02 22:24:14,还款
10,642,94383,6321884201064420254,个人账户4441,2019-01-02 22:26:24,理财产品支出
11,313,94696,5211830681633081007,个人账户0128,2019-01-03 03:30:57,ATM取款
12,772,95468,3706217347735653014,个人账户7844,2019-01-03 04:05:31,理财产品支出
