,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-22,14871,1130586170643345682,农业银行分行8610,2019-01-01 03:53:16,ATM取款
1,-46,14825,6750482847505262117,农业银行分行3580,2019-01-01 11:44:09,还款
2,-2084,12741,6174752480435376868,中国建设银行分行3608,2019-01-01 14:32:38,理财产品支出
3,1548,14289,8258687417877216408,个人账户3860,2019-01-01 17:25:26,转账
4,2560,16849,1705818161255878302,个人账户2388,2019-01-01 23:06:43,转账
5,25177,42026,8541571425717386818,对公账户7678,2019-01-02 00:30:57,转账
6,-32,41994,2285241231357051064,线下商家2380,2019-01-02 05:42:00,消费
7,4315,46309,7500142023738587522,个人账户4886,2019-01-02 06:33:50,转账
8,416,46725,1758211032370816214,个人账户7228,2019-01-02 11:14:38,转账
9,-2302,44423,8173448813031303082,个人账户4500,2019-01-02 11:47:02,转账
10,-2598,41825,4530117075736517838,对公账户4708,2019-01-02 13:45:50,转账
11,-23,41802,6174752480435376868,中国建设银行分行3608,2019-01-02 15:44:38,代扣
12,1032,42834,1705662173201283036,个人账户6330,2019-01-02 16:23:31,转账
13,-492,42342,4848238248201008656,对公账户3556,2019-01-02 17:45:36,转账
14,-11,42331,2842265488874277676,个人账户1108,2019-01-02 21:15:07,转账
15,-2,42329,2170454182021032726,个人账户5256,2019-01-02 21:43:12,转账
16,132,42461,4036051052673206846,个人账户2885,2019-01-02 22:22:04,转账
17,-153,42308,5150723151171825138,对公账户0275,2019-01-03 11:19:40,转账
18,-2285,40023,1262568613806626344,中国工商银行2106,2019-01-03 15:04:19,理财产品支出
19,-20535,19488,1484617434708470227,中国工商银行6453,2019-01-03 16:13:26,ATM取款
20,5,19493,7384812601877568545,个人账户7552,2019-01-03 21:07:12,转账
21,-30,19463,4381258224744041582,对公账户1312,2019-01-03 21:37:26,转账
