,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,12477,76354,7384812601877568545,个人账户7552,2019-01-01 12:38:09,ATM取款
1,744,77098,4665105312016856251,个人账户4357,2019-01-02 06:31:40,代扣
2,75,77173,7312528263071167660,对公账户6375,2019-01-02 07:30:00,ATM取款
3,6,77179,4047787756075014648,对公账户2723,2019-01-02 14:48:28,ATM取款
4,4055,81234,1466482728151605388,个人账户1240,2019-01-02 20:49:12,ATM取款
5,17,81251,4506452052874828283,个人账户3627,2019-01-03 01:47:16,代扣
6,4140,85391,3574608026857801237,对公账户8882,2019-01-03 06:12:57,ATM取款
7,311,85702,1076028254852115216,对公账户2280,2019-01-03 06:34:33,ATM取款
8,25202,110904,8182608754671257877,对公账户2552,2019-01-03 06:49:40,ATM取款
9,43,110947,7868886002236450477,个人账户5467,2019-01-03 18:38:09,理财产品支出
10,27,110974,4033802824215865105,对公账户0715,2019-01-03 19:12:43,代扣
11,110,111084,2778508366477637267,个人账户0488,2019-01-03 20:04:33,代扣
12,141,111225,2830457671667676231,对公账户3666,2019-01-03 22:03:21,还款
13,674,111899,7370313177143858417,对公账户0855,2019-01-03 23:55:40,ATM取款
