,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,14,71324,8587462542344436585,个人账户8258,2019-01-01 00:02:09,转账
1,21,71345,6726525773288842824,个人账户3726,2019-01-01 00:04:19,转账
2,2146,73491,2170454182021032726,个人账户5256,2019-01-01 08:25:26,转账
3,-22,73469,4380373728787548430,农业银行分行4425,2019-01-01 09:08:38,还款
4,38,73507,2700266110320162302,对公账户6131,2019-01-01 17:29:45,转账
5,-36,73471,5088273664510725035,个人账户7833,2019-01-01 21:14:24,转账
6,23,73494,2830457671667676231,对公账户3666,2019-01-02 01:20:38,转账
7,-778,72716,2842265488874277676,个人账户1108,2019-01-02 04:17:45,转账
8,-3999,68717,5105620285780572412,个人账户2147,2019-01-02 07:40:48,转账
9,-16,68701,3533867248272723243,个人账户6235,2019-01-02 10:57:21,转账
10,-1650,67051,5371270530174284624,个人账户3120,2019-01-02 11:18:57,转账
11,49,67100,5105620285780572412,个人账户2147,2019-01-02 15:36:00,转账
12,-44599,22501,3574608026857801237,对公账户8882,2019-01-02 16:27:50,转账
13,-21,22480,4665105312016856251,个人账户4357,2019-01-02 18:43:55,转账
14,-10,22470,7540852710825640831,中国建设银行分行3778,2019-01-02 21:25:55,代扣
15,-1966,20504,4853765012230888136,个人账户1066,2019-01-02 22:28:33,转账
16,-76,20428,1262568613806626344,中国工商银行2106,2019-01-03 05:55:40,还款
17,-162,20266,5088273664510725035,个人账户7833,2019-01-03 06:21:36,转账
18,9,20275,5088273664510725035,个人账户7833,2019-01-03 08:20:24,转账
19,28,20303,5060643256327401206,对公账户4336,2019-01-03 18:20:52,转账
20,3989,24292,4506452052874828283,个人账户3627,2019-01-03 18:23:02,转账
21,151,24443,1804351052733487701,个人账户1768,2019-01-03 19:23:31,转账
22,-27,24416,7556448258887488431,个人账户2051,2019-01-03 19:40:48,转账
23,-1744,22672,4047787756075014648,对公账户2723,2019-01-03 19:49:26,转账
24,126,22798,6726525773288842824,个人账户3726,2019-01-03 20:15:21,转账
25,-212,22586,7417268220637406377,对公账户6772,2019-01-03 20:39:07,转账
