,amount,balance,oppositeAccount,oppositeAccountName,time,type
0,-445,4180,1501825731003322724,个人账户5247,2019-01-01 04:40:48,转账
1,-3640,540,5150723151171825138,对公账户0275,2019-01-01 06:09:21,转账
2,-92,448,4362675418142658807,对公账户6757,2019-01-01 07:14:09,转账
3,-43,405,2750376673822844406,中国银行分行6755,2019-01-01 08:29:45,代扣
4,21,426,7162167505781386105,个人账户2075,2019-01-01 11:22:33,转账
5,19,445,2778508366477637267,个人账户0488,2019-01-01 20:00:57,转账
6,-294,151,2662285435774616353,个人账户0511,2019-01-01 21:53:16,转账
7,99,250,4506452052874828283,个人账户3627,2019-01-01 22:01:55,转账
8,-7,243,5117621085704712025,个人账户5654,2019-01-02 01:59:31,转账
9,-153,90,4665105312016856251,个人账户4357,2019-01-02 02:23:16,转账
10,-12,78,3533867248272723243,个人账户6235,2019-01-02 04:00:28,转账
11,-75,3,8085311630662130773,中国建设银行分行4762,2019-01-02 07:30:00,ATM取款
12,759,762,8258687417877216408,个人账户3860,2019-01-02 08:49:55,转账
13,18,780,8263673451534275228,对公账户2757,2019-01-02 15:59:45,转账
14,122,902,6068723276816226480,个人账户2847,2019-01-02 17:02:24,转账
15,-635,267,4485556446540685720,快捷支付单位3552,2019-01-02 19:53:02,消费
16,95,362,3121581147734832125,个人账户7253,2019-01-03 01:36:28,转账
17,-94,268,2638311523036810504,个人账户8606,2019-01-03 03:18:00,转账
18,-19,249,2444161207632230675,中国银行分行3767,2019-01-03 06:06:28,代扣
19,3,252,1076028254852115216,对公账户2280,2019-01-03 15:02:09,转账
20,-17,235,4425467281312432033,线下商家0065,2019-01-03 19:47:16,消费
21,1364,1599,2332854227741740736,对公账户0835,2019-01-03 23:40:33,转账
